Iteration,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100
11,10.0,10.0,-10.0,10.0,10.0,10.0,-10.0,-10.0,10.0,-10.0,-10.0,-10.0,10.0,10.0,-10.0,-10.0,10.0,4.432809538331577,3.2623115921527845,-8.982443933401077,-10.0,-10.0,-10.0,-10.0,-10.0,10.0,10.0,6.536606921902993,10.0,10.0,10.0,-10.0,-10.0,-0.2136011579216713,10.0,-10.0,10.0,10.0,10.0,-10.0,-10.0,10.0,10.0,-10.0,10.0,-9.236446521746043,10.0,10.0,10.0,-10.0,10.0,-10.0,10.0,10.0,-10.0,-10.0,-3.031700133606274,10.0,10.0,10.0,10.0,10.0,-10.0,10.0,-10.0,-10.0,10.0,10.0,4.444582092098972,-10.0,-10.0,-10.0,-10.0,10.0,-10.0,10.0,-10.0,10.0,10.0,-10.0,-10.0,-10.0,-10.0,10.0,10.0,-10.0,10.0,-10.0,-3.346529248508088,-10.0,-10.0,10.0,10.0,10.0,10.0,-10.0,-10.0,10.0,-10.0,10.0
12,-10.0,10.0,10.0,10.0,10.0,10.0,-10.0,-10.0,10.0,-10.0,10.0,-10.0,10.0,10.0,10.0,-10.0,10.0,10.0,10.0,-1.617748346668653,-10.0,-10.0,10.0,-10.0,-10.0,10.0,10.0,10.0,10.0,10.0,10.0,-10.0,10.0,-4.678097769232792,10.0,-10.0,10.0,10.0,10.0,-8.904645452964985,-10.0,10.0,8.374083587265991,2.635993581263344,10.0,-10.0,10.0,9.594498437825857,10.0,-10.0,10.0,-10.0,10.0,10.0,-10.0,-10.0,-10.0,10.0,-10.0,3.0302803861551935,10.0,10.0,-10.0,10.0,-6.6910115141813495,10.0,10.0,10.0,10.0,-10.0,-5.936327773228917,10.0,-10.0,10.0,-10.0,10.0,-10.0,10.0,10.0,-10.0,-10.0,-10.0,-10.0,-10.0,10.0,-10.0,-6.237118766440559,-10.0,10.0,10.0,-10.0,10.0,10.0,10.0,10.0,-10.0,-10.0,10.0,-10.0,10.0
13,-10.0,10.0,0.9763154515939995,10.0,10.0,10.0,10.0,-10.0,10.0,-10.0,10.0,-10.0,10.0,10.0,5.1853304060806,-10.0,10.0,10.0,-5.3346599067651335,10.0,-10.0,10.0,-10.0,-10.0,-10.0,10.0,-10.0,10.0,10.0,-0.2964992604070902,10.0,-10.0,10.0,10.0,10.0,-10.0,10.0,10.0,4.625724200204942,10.0,-10.0,10.0,10.0,10.0,10.0,-10.0,10.0,10.0,10.0,-10.0,10.0,-10.0,10.0,10.0,-10.0,-10.0,9.756645799842888,10.0,2.3610443549115603,10.0,10.0,10.0,-10.0,10.0,-6.141807957184315,-10.0,10.0,10.0,-4.130805355095589,-10.0,10.0,-10.0,-10.0,10.0,-10.0,10.0,-10.0,10.0,10.0,-10.0,-10.0,-10.0,-10.0,-10.0,10.0,-10.0,5.258956026765445,-10.0,10.0,10.0,-3.379657364042345,10.0,10.0,10.0,-10.0,-10.0,-10.0,10.0,-10.0,10.0
14,10.0,10.0,-10.0,10.0,10.0,10.0,10.0,-10.0,10.0,-10.0,10.0,-10.0,10.0,10.0,2.2708528371713372,-10.0,10.0,4.207078059214644,4.009525692162932,-6.943810351368629,-10.0,10.0,-10.0,-10.0,-10.0,10.0,-10.0,10.0,10.0,-10.0,10.0,-10.0,10.0,10.0,10.0,-10.0,10.0,10.0,10.0,10.0,-10.0,10.0,10.0,10.0,10.0,-10.0,10.0,10.0,10.0,-10.0,10.0,-10.0,10.0,10.0,-10.0,-10.0,6.3170665612929,10.0,-5.6492729298004445,10.0,10.0,10.0,-10.0,10.0,10.0,-10.0,10.0,7.844478960208736,5.560718802066128,-10.0,-10.0,10.0,-10.0,10.0,-10.0,10.0,-10.0,10.0,10.0,-10.0,-10.0,-10.0,-10.0,10.0,10.0,-10.0,-10.0,-10.0,9.744150490850762,10.0,-5.080006036951156,10.0,10.0,10.0,-10.0,-10.0,0.7910289456618705,10.0,-10.0,2.2921439578442766
15,10.0,10.0,-10.0,10.0,10.0,10.0,10.0,-10.0,10.0,-10.0,10.0,-10.0,10.0,10.0,0.45873095791234497,-10.0,10.0,-7.936621234202365,-4.857811931328032,0.5784911863037189,-10.0,10.0,-10.0,-10.0,-10.0,10.0,-10.0,10.0,10.0,0.9863337163931669,10.0,-10.0,10.0,10.0,10.0,-10.0,10.0,10.0,10.0,10.0,-10.0,10.0,10.0,10.0,10.0,-10.0,10.0,-10.0,10.0,-10.0,10.0,-10.0,10.0,10.0,-1.0665579256059634,-10.0,10.0,10.0,3.5710067086215522,10.0,1.8410486733478517,10.0,-10.0,10.0,-10.0,-10.0,10.0,10.0,3.585829450003712,-10.0,-10.0,5.536072486016678,10.0,10.0,-10.0,10.0,-10.0,10.0,10.0,-10.0,-10.0,-10.0,-10.0,7.086065949586103,10.0,-10.0,-10.0,-10.0,10.0,10.0,-10.0,10.0,10.0,10.0,-10.0,3.668577214765566,-10.0,10.0,-10.0,-6.670529725460409
16,10.0,10.0,-10.0,10.0,8.41920130347577,10.0,10.0,-10.0,10.0,10.0,10.0,-10.0,10.0,10.0,10.0,-10.0,10.0,10.0,-7.302930244058821,7.685176679431294,10.0,10.0,-1.2786706159727546,-10.0,-10.0,10.0,-10.0,10.0,10.0,10.0,10.0,-10.0,10.0,10.0,10.0,-4.71878977828535,10.0,10.0,10.0,10.0,-10.0,10.0,10.0,10.0,10.0,-10.0,10.0,-8.71880359194078,10.0,-10.0,10.0,-10.0,10.0,10.0,-10.0,-10.0,-10.0,10.0,5.705773781247669,10.0,1.3369064485269597,10.0,-10.0,10.0,-10.0,5.804513627251285,10.0,8.267439669525182,6.199067435374258,-10.0,-10.0,-1.1387811794145128,10.0,10.0,-10.0,10.0,-10.0,10.0,10.0,-10.0,-10.0,-10.0,-10.0,10.0,10.0,-10.0,-10.0,-10.0,10.0,10.0,-10.0,10.0,10.0,10.0,-6.474833195651561,10.0,-10.0,10.0,-10.0,-1.738487330544235
17,10.0,10.0,-10.0,10.0,1.155125235191324,10.0,10.0,-10.0,10.0,-10.0,10.0,-10.0,10.0,10.0,10.0,-10.0,10.0,5.165051525611052,2.524806565492751,-10.0,10.0,10.0,-8.992849634971543,-10.0,-10.0,10.0,-10.0,10.0,10.0,10.0,10.0,-10.0,10.0,10.0,10.0,-10.0,10.0,10.0,10.0,10.0,-10.0,10.0,10.0,10.0,-3.960007179623795,-10.0,10.0,-5.57030690069544,10.0,-10.0,10.0,-10.0,10.0,10.0,-10.0,-10.0,1.5516074991502347,10.0,9.749370451059225,10.0,-2.84458968411262,10.0,-10.0,10.0,-1.3424247090295638,10.0,10.0,-10.0,10.0,-10.0,-10.0,-10.0,9.142410999571814,10.0,-10.0,10.0,-10.0,10.0,10.0,-10.0,-10.0,-10.0,-10.0,9.458454443783763,10.0,-10.0,10.0,-10.0,10.0,10.0,-10.0,10.0,10.0,10.0,1.6338639618195019,-8.27540525980898,10.0,10.0,-10.0,-9.17341667414858
18,10.0,10.0,-10.0,10.0,7.9096881168383355,10.0,10.0,-10.0,10.0,-9.770179425956885,10.0,-10.0,-5.678305463714122,10.0,-4.243594755068772,-10.0,10.0,5.713002612886914,8.515288700523266,-10.0,7.365293172257134,10.0,-4.007450904406739,10.0,-10.0,10.0,-10.0,10.0,10.0,10.0,10.0,-10.0,10.0,10.0,10.0,-10.0,10.0,10.0,10.0,10.0,-10.0,10.0,10.0,10.0,3.0127271717969935,-10.0,10.0,10.0,10.0,-10.0,10.0,-10.0,10.0,10.0,-10.0,-10.0,0.07104522769740887,10.0,-7.808034554140158,10.0,-10.0,10.0,-10.0,10.0,-10.0,10.0,10.0,3.0944741061782355,7.002912294666156,-10.0,-10.0,-10.0,10.0,10.0,-10.0,8.180645581485459,-10.0,10.0,10.0,-10.0,-10.0,-10.0,-10.0,10.0,10.0,-10.0,10.0,-10.0,10.0,10.0,-10.0,10.0,10.0,10.0,-3.136072770778688,-10.0,3.378688594486248,10.0,-10.0,10.0
19,10.0,10.0,-10.0,10.0,-10.0,10.0,10.0,-10.0,10.0,-5.836033485974962,10.0,-10.0,5.16951626655214,10.0,-10.0,-10.0,10.0,10.0,-5.986974326013237,-10.0,-10.0,10.0,7.5133570679834,10.0,-10.0,10.0,-10.0,10.0,10.0,1.9328952296515556,10.0,-10.0,10.0,10.0,7.597106504234886,-10.0,10.0,10.0,8.998127037460177,10.0,-10.0,10.0,10.0,10.0,1.284395314877492,-10.0,10.0,10.0,10.0,-10.0,10.0,-10.0,10.0,10.0,-10.0,-10.0,-10.0,10.0,-5.499058042048645,10.0,1.48052181764355,10.0,-10.0,3.6664845171219995,10.0,8.930184168385946,10.0,10.0,-8.54319534336837,-10.0,-10.0,-10.0,10.0,10.0,-10.0,9.10463603475039,-10.0,10.0,10.0,-10.0,-10.0,-10.0,-10.0,5.343218415514762,10.0,-10.0,-8.246832154539307,-10.0,10.0,10.0,-10.0,10.0,10.0,10.0,3.8795218162917755,-10.0,10.0,10.0,-10.0,10.0
20,10.0,10.0,-10.0,10.0,-10.0,10.0,10.0,-10.0,10.0,-3.857273283871307,10.0,-10.0,6.200292145536974,10.0,-10.0,-10.0,10.0,10.0,-6.113508153899544,-10.0,-10.0,10.0,10.0,7.402054985312908,-10.0,10.0,-10.0,10.0,10.0,4.596808066750566,10.0,-10.0,10.0,10.0,4.990724589272936,-10.0,10.0,10.0,7.466986096682435,10.0,-10.0,10.0,10.0,10.0,0.5300653516141269,-10.0,10.0,10.0,10.0,-10.0,10.0,-10.0,10.0,10.0,-10.0,-10.0,-9.11389205375087,10.0,-3.0509907399953855,10.0,0.8411279695017965,10.0,-10.0,10.0,10.0,10.0,10.0,8.575993548749397,-9.821203180610876,-10.0,-10.0,-10.0,10.0,10.0,-10.0,10.0,-10.0,10.0,10.0,-10.0,-10.0,-10.0,-10.0,1.0513608609145624,10.0,-10.0,-8.073818788366458,-10.0,10.0,10.0,-10.0,10.0,10.0,10.0,3.779842360750884,-8.569823750773464,10.0,10.0,-10.0,9.398774044171555
