Iteration,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100
11,-0.5,-0.5,1.0,1.0,-0.15882922291049745,-0.5,-0.5,1.0,-0.5,-0.5,1.0,1.0,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.3445610091531106,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,1.0,-0.5,1.0,-0.5,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,-0.5,-0.5,-0.5,-0.5,1.0,1.0,1.0,1.0,-0.5,-0.006707366401633495,1.0,-0.5,0.1487316244452557,-0.5,-0.5,-0.5,-0.5,1.0,1.0,1.0,-0.5,-0.5,-0.5,-0.3310731786242614,1.0,1.0,1.0,-0.5,1.0,1.0,0.6756341877773719,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,-0.5,0.33446341068786956,1.0,1.0,1.0,-0.5,1.0,-0.5,1.0,-0.5,1.0,1.0,-0.15882922291049772,1.0,-0.5,1.0,1.0,1.0,-0.5,1.0,1.0,-0.5,-0.15882922291049695,-0.5,-0.5
12,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,1.0,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.08157695694636387,1.0,1.0,-0.5,1.0,1.0,1.0,-0.5,-0.5,-0.5,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.5,1.0,1.0,-0.5,-0.5,1.0,-0.5,1.0,-0.5,1.0,0.5606088760967273,1.0,1.0,-0.18860431621810397,-0.5,1.0,-0.5,1.0,-0.5,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,-0.5,-0.2903950746305969,-0.5,-0.5,1.0,-0.5,-0.5,1.0,1.0,1.0,-0.16239963450922076,-0.5,0.453581516824987,-0.5,-0.5,1.0,1.0,-0.5,-0.5,-0.5,1.0,0.6631864421943903,-0.5,1.0,-0.060608876096727306,-0.5,-0.3727913675637925,1.0,0.4789993908487011,-0.5,1.0,1.0,-0.5,1.0
13,1.0,1.0,-0.5,-0.5,-0.5,1.0,1.0,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,1.0,1.0,1.0,0.936445707312737,-0.5,1.0,-0.5,-0.5,1.0,-0.5,0.904297457719478,1.0,1.0,1.0,0.5594082859385956,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,-0.5,-0.5,0.8292236762277111,-0.5,-0.24827202011779215,-0.5,1.0,0.5299065135973894,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,1.0,-0.21877024777658588,-0.5,1.0,1.0,-0.5,-0.5,-0.5,1.0,-0.296385379650201,0.0008094825123644636,0.018896892919271845,0.48443963131703316,-0.5,-0.5,1.0,1.0,1.0,-0.5,1.0,-0.5,1.0,1.0,1.0,1.0,-0.5,-0.5,1.0,-0.5,1.0,1.0
14,-0.5,1.0,-0.5,-0.5,1.0,0.11915097986377862,-0.5,1.0,-0.5,0.43266927698123575,-0.5,-0.5,1.0,1.0,-0.5,1.0,1.0,1.0,-0.5,-0.5,-0.5,0.6582097673261399,0.26902515581626574,1.0,-0.04775305260401333,-0.5,1.0,1.0,1.0,-0.5,-0.5,1.0,1.0,-0.5,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.46058253876963645,-0.5,1.0,1.0,0.2567210054972973,1.0,1.0,1.0,-0.5,1.0,-0.5,-0.5,-0.5,1.0,1.0,-0.5,-0.5,1.0,-0.5,1.0,-0.5,-0.5,0.5681380159569407,-0.5,1.0,-0.5,-0.5,1.0,-0.5,-0.5,1.0,1.0,1.0,-0.5,-0.5,1.0,-0.5,1.0,0.11589106856095567,1.0,1.0,1.0,0.6075554771873043,1.0,1.0,-0.5,-0.5,1.0,-0.5,1.0,-0.5,-0.5,1.0,0.7508072929381759,-0.2698324487544447,1.0,1.0,-0.5,1.0,-0.5
15,1.0,1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,1.0,0.5988511450329325,1.0,-0.5,-0.5,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.09532778664711856,1.0,1.0,0.7980782482039714,1.0,-0.5,0.23326486678199063,1.0,-0.5,1.0,-0.3038462221427113,1.0,0.8729716546174183,-0.5,-0.5,1.0,-0.5,-0.5,1.0,1.0,1.0,1.0,0.46363918776218804,1.0,1.0,-0.5,1.0,-0.5,1.0,1.0,1.0,-0.5,1.0,-0.5,-0.20706251260957914,-0.5,1.0,-0.5,1.0,0.15034015375319992,-0.5,1.0,-0.5,-0.5,1.0,1.0,-0.5,-0.5,-0.12954832977002737,1.0,-0.5,1.0,1.0,1.0,0.32780396076219526,-0.5,1.0,1.0,1.0,-0.5,-0.5,1.0,1.0,-0.5,0.2194655862279072,-0.5,-0.42862995197236553,-0.5,-0.5,1.0,1.0,-0.5,-0.5,1.0,-0.5,1.0,1.0,-0.5
16,-0.5,-0.5,0.4739083644502893,1.0,-0.5,0.7846187831909456,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,0.8894084459168795,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,1.0,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,1.0,1.0,0.13026454277171873,-0.5,-0.5,1.0,0.048863898742692556,0.39508164092640125,-0.5,1.0,1.0,0.29047833472594364,1.0,-0.5,-0.5,1.0,1.0,-0.5,0.269535509113542,1.0,1.0,1.0,-0.5,-0.5,-0.41218070910986027,1.0,1.0,1.0,-0.5,1.0,1.0,0.19869966032722455,-0.5,-0.5,-0.5,1.0,-0.5,1.0,1.0,1.0,-0.5,1.0,0.3145816079721427,-0.5,1.0,-0.5,-0.5,0.82253198063914,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.5,-0.5,1.0,1.0,-0.5,-0.5,-0.5,1.0,0.4630863595034568,1.0,0.3311215808294843,1.0,-0.5,1.0
17,-0.5,1.0,-0.5,1.0,-0.05205463771229483,-0.5,1.0,-0.19086632802689477,-0.5,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,-0.5,1.0,-0.5,-0.5,-0.5,1.0,-0.11533099545319336,-0.5,-0.5,-0.5,-0.5,1.0,0.1779596558513655,1.0,-0.5,-0.5,1.0,1.0,1.0,1.0,0.9211742336498021,-0.5,1.0,0.04593039722206746,0.8484981118431439,1.0,-0.5,-0.5,0.6043174318288289,1.0,0.22302697947338532,-0.5,-0.5,-0.08113301178653694,1.0,1.0,1.0,-0.5,1.0,0.13436190811895,1.0,1.0,-0.5,-0.5,1.0,-0.1693512831496762,-0.5,-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,1.0,0.40521068815533934,1.0,0.3222660735137062,1.0,-0.5,-0.5,1.0,-0.07400922352799322,-0.5,1.0,-0.5,1.0,1.0,-0.5,1.0,-0.5,1.0,1.0,1.0,-0.5,-0.5,-0.5,1.0,1.0,-0.5,-0.5,-0.5
18,-0.5,-0.5,1.0,1.0,1.0,-0.5,-0.5,1.0,-0.5,-0.5,1.0,1.0,-0.5,1.0,1.0,0.252193333236903,-0.5,0.9642426978536304,1.0,-0.39700247962249435,1.0,-0.5,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,-0.5,0.7495704033915398,-0.5,-0.5,1.0,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,1.0,0.8123309684638759,1.0,0.7839378489218743,1.0,-0.5,-0.5,-0.5,-0.5,0.31251339019825475,1.0,-0.3730552624491956,0.8486445723570386,0.08796542215871728,0.9773049982482116,1.0,1.0,0.11260658227332745,1.0,1.0,-0.5,-0.5,1.0,-0.5,-0.5,1.0,-0.5,1.0,-0.5,0.9820698904685954,-0.5,1.0,-0.5,0.7491128786575473,-0.5,1.0,1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,1.0,-0.18662432435048154,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,0.32418908019265835
19,0.05842529541011198,0.09282336455794438,1.0,1.0,0.2584013591818143,-0.5,0.9399018445642255,1.0,1.0,-0.5,-0.5,1.0,1.0,1.0,-0.5,1.0,-0.5,-0.5,-0.5,1.0,1.0,1.0,1.0,-0.5,-0.5,1.0,1.0,-0.5,-0.29379647484032195,0.3197151702126433,-0.5,-0.31734190062492196,0.2042656489141912,1.0,-0.5,1.0,0.0007615881881318046,0.8857876949873356,1.0,-0.5,-0.5,1.0,-0.5,1.0,1.0,1.0,-0.5,1.0,0.35330594139426413,-0.5,-0.5,-0.5,1.0,0.28546846812395554,-0.5,-0.5,-0.5,1.0,1.0,-0.5,0.8245444401793016,0.15129220486761139,-0.5,-0.5,1.0,1.0,-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,1.0,1.0,1.0,-0.5,1.0,0.4780559198726702,-0.5,-0.5,1.0,-0.5,1.0,-0.5,-0.5,1.0,-0.5,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,-0.5,-0.5,-0.5,0.7102300225627753,0.048159412448258165
20,1.0,1.0,1.0,0.17061355004799736,0.4677093407848562,1.0,-0.5,-0.5,1.0,-0.4698517159730813,-0.5,1.0,-0.5,1.0,1.0,-0.5,1.0,-0.1653865394275865,1.0,-0.5,-0.3262301126959273,-0.37297103350574956,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,-0.5,-0.5,1.0,-0.5,-0.5,1.0,0.22846653926070534,1.0,-0.5,1.0,1.0,0.4393631046472621,1.0,-0.5,1.0,0.00979958600451947,-0.5,-0.5,-0.46212775996662225,-0.5,-0.5,1.0,-0.5,1.0,-0.03975020191473047,-0.5,1.0,-0.3662304446066005,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,1.0,1.0,-0.5,-0.5,0.45903327284318834,0.7381431600708641,1.0,-0.5,0.5540982055535618,-0.5,1.0,0.37297887604824587,1.0,1.0,-0.5,-0.5,1.0,1.0,-0.5,-0.5,1.0,-0.5,-0.5,0.3662737771671445,1.0,-0.10393160433805892,-0.5,1.0,1.0,1.0,-0.5,-0.5,1.0,1.0,-0.5,1.0
21,-0.5,-0.5,1.0,-0.5,-0.5,1.0,0.10675251927721284,-0.43233247316111595,1.0,1.0,-0.5,1.0,-0.5,-0.5,-0.5,0.06897653307063922,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.5,-0.030728143675401106,1.0,1.0,0.6971177966134567,-0.5,0.9567147206622719,1.0,-0.5,-0.5,-0.5,-0.5,1.0,1.0,-0.5,1.0,-0.5,-0.5,-0.34744850413287764,-0.5,1.0,-0.5,1.0,1.0,0.002215423567587131,1.0,1.0,1.0,0.2092609771222918,-0.5,1.0,1.0,1.0,-0.5,-0.5,1.0,1.0,1.0,-0.5,-0.5,0.6726015609773021,-0.5,-0.5,-0.25214931803122653,-0.5,1.0,-0.5,-0.5,-0.5,1.0,-0.17150997163511486,-0.5,-0.5,0.8822122921558063,1.0,0.42485265187194987,-0.5,0.7658973140738606,0.6674787404549402,-0.01944938708298273,-0.024095577839110704,-0.17636715428948999,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5
22,1.0,0.5373492781098043,1.0,1.0,-0.5,1.0,0.3212049848639965,1.0,1.0,-0.10351069002566592,1.0,-0.5,-0.5,-0.5,-0.5,0.9379443800051647,-0.5,1.0,-0.5,1.0,1.0,-0.5,1.0,-0.5,1.0,-0.43378371176467695,-0.5,-0.5,1.0,-0.051801283032682235,1.0,0.548402670978494,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,0.741622721115898,1.0,-0.5,1.0,1.0,-0.5,-0.5,-0.1531170632311016,1.0,-0.5,-0.5,1.0,-0.06925438619932457,1.0,1.0,1.0,-0.5,0.38027945607748986,1.0,1.0,-0.5,0.9309757653642067,-0.5,-0.5,1.0,1.0,-0.03291708274084903,1.0,-0.5,1.0,1.0,1.0,-0.5,0.9622572278437826,-0.5,-0.5,-0.5,-0.5,1.0,1.0,0.33354949892800073,1.0,-0.5,-0.5,-0.5,1.0,1.0,-0.5,-0.5,1.0,1.0,0.04879739139611145,0.354316638636889,-0.28843499819868307,-0.24254293201119811,-0.5,-0.5,1.0,0.27866213388433964
23,-0.5,-0.5,-0.5,0.23177841468404073,-0.4308871730474072,1.0,0.7391567370948682,-0.5,-0.5,1.0,1.0,0.12688710940560366,1.0,-0.5,1.0,-0.5,0.6662924340187697,1.0,1.0,1.0,1.0,1.0,-0.5,-0.5,0.637816650878487,1.0,0.9951786201128728,0.5313113459640328,0.49610791624530143,1.0,-0.5,-0.5,-0.5,1.0,1.0,1.0,1.0,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,1.0,-0.5,1.0,-0.5,-0.5,1.0,1.0,-0.5,-0.5,0.8332024259611419,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.38250242851006866,-0.5,1.0,-0.5,1.0,0.8677568803591414,1.0,1.0,1.0,0.8734464133850334,0.6063194688715257,1.0,-0.5,-0.5,0.16055288232726686,-0.5,-0.5,0.7056193780294769,-0.5,-0.5,-0.5,1.0,1.0,-0.5,-0.5,0.0042818935946121,0.41625535093134014,1.0,0.006644209077362991,1.0,-0.5,1.0,0.18278333505151156,1.0,1.0,1.0,1.0,1.0,0.731998135565099
24,0.7276361245315695,1.0,1.0,-0.5,1.0,0.4404225394557026,-0.5,1.0,-0.5,1.0,-0.5,1.0,-0.5,1.0,1.0,1.0,-0.5,1.0,-0.5,1.0,-0.5,1.0,0.32975074875083865,-0.5,-0.1133640211424251,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.22221921285312396,-0.5,-0.15427392543870855,-0.5,-0.5,0.5283718585833381,-0.5,-0.5,1.0,1.0,-0.4403410679718874,1.0,-0.5,-0.32114982900499495,1.0,-0.5,1.0,1.0,-0.5,1.0,-0.15128457718801808,-0.5,1.0,1.0,1.0,-0.5,1.0,-0.2162892414574397,1.0,1.0,1.0,1.0,1.0,-0.15344953452622803,1.0,1.0,1.0,1.0,-0.5,-0.5,-0.5,0.2569532844798612,1.0,-0.5,0.22810708483612216,1.0,1.0,-0.5,0.045522485501690864,0.05575414238017921,-0.5,-0.5,0.24348009522072236,-0.5,1.0,-0.5,-0.5,1.0,1.0,-0.5,-0.5,0.820034086232132,-0.5,0.6768594505857407,-0.5,0.5864521619195062,1.0,0.5163737211970777,0.31665362590834306
25,1.0,-0.5,-0.4080385259658872,-0.5,1.0,-0.5,-0.02877487049080375,-0.2498850978541114,-0.04606779758424453,1.0,0.2966056108945443,1.0,1.0,-0.27530063546606054,-0.5,1.0,-0.5,-0.4530104685766352,0.24090522593748073,-0.4536532544674535,0.3881625937994597,1.0,-0.5,1.0,-0.5,-0.5,1.0,1.0,1.0,-0.5,-0.5,0.807918200023246,1.0,0.1892603131931193,-0.5,0.17967229172177848,1.0,-0.5,1.0,-0.5,-0.31467218289784116,1.0,-0.4778718689903161,-0.5,1.0,-0.2679778369488129,-0.037002941137798444,0.46721830133661735,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8536516024205038,1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,1.0,1.0,-0.5,-0.5,1.0,0.42947920249907906,1.0,1.0,1.0,-0.5,0.9308285163980758,1.0,-0.5,0.9598663516124405,-0.5,-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,1.0,-0.5,1.0,-0.5,-0.5,0.7686872705436307,-0.5,-0.5,-0.5,1.0,1.0,-0.5,1.0,-0.5,1.0
26,1.0,-0.5,1.0,-0.38177672333503143,0.019957662026307416,-0.5,1.0,1.0,1.0,-0.5,0.8020588794817526,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.3863936159915354,-0.5,1.0,0.12176012662278324,1.0,-0.5,1.0,-0.5,-0.5,1.0,-0.5,-0.5,0.29415566331545384,-0.5,0.35721296550049814,-0.5,1.0,-0.17597637638950234,0.503752387421526,1.0,-0.22816989620281977,1.0,-0.5,1.0,-0.5,1.0,-0.5,1.0,0.10279393922163485,0.9500339179991596,0.7103559153047208,1.0,-0.5,0.4593113144759571,-0.5,1.0,1.0,-0.5,1.0,0.36609003576844185,-0.5,-0.5,-0.5,1.0,0.6907453714812867,-0.2927764171196712,-0.5,-0.5,-0.5,1.0,-0.2882581511098621,-0.5,-0.5,-0.5,1.0,-0.5,1.0,1.0,-0.5,-0.5,0.24512499219221082,0.8505268291994308,-0.5,1.0,1.0,1.0,-0.45029222069589725,-0.49766486981854613,-0.5,-0.5,-0.5,-0.08401829471330247,-0.5,1.0,1.0,1.0,0.8114465653649799,-0.5,-0.5
