id,class,nameplate,rho,rho_hat,cost_ann,is_intermittent
200,storage,122.18785615316118,0.54,0.35,135000.0,true
201,storage,114.58588198174651,0.54,0.35,135000.0,true
202,storage,159.1124118434316,0.54,0.35,135000.0,true
203,storage,710.011515677206,0.54,0.35,135000.0,true
204,storage,247.07564519722288,0.54,0.35,135000.0,true
205,storage,73.96552980926289,0.54,0.35,135000.0,true
206,storage,89.40891859724054,0.54,0.35,135000.0,true
207,storage,118.73005369990996,0.54,0.35,135000.0,true
208,storage,292.96612934572704,0.54,0.35,135000.0,true
209,storage,370.6891285709676,0.54,0.35,135000.0,true
210,storage,86.90827697470871,0.54,0.35,135000.0,true
211,storage,265.8377968682924,0.54,0.35,135000.0,true
212,storage,183.98996640135596,0.54,0.35,135000.0,true
213,storage,247.27011610563542,0.54,0.35,135000.0,true
214,storage,92.57814409303545,0.54,0.35,135000.0,true
215,storage,186.89698140859926,0.54,0.35,135000.0,true
216,storage,138.74892076080621,0.54,0.35,135000.0,true
217,storage,148.60268167666408,0.54,0.35,135000.0,true
218,storage,62.595978139560856,0.54,0.35,135000.0,true
219,storage,921.3088603139119,0.54,0.35,135000.0,true
220,storage,218.14153108891387,0.54,0.35,135000.0,true
221,storage,96.87803017841847,0.54,0.35,135000.0,true
222,storage,206.2948451220647,0.54,0.35,135000.0,true
223,storage,86.94079599178353,0.54,0.35,135000.0,true
224,storage,53.26176782043603,0.54,0.35,135000.0,true
225,storage,121.63129668905556,0.54,0.35,135000.0,true
226,storage,187.28560674339354,0.54,0.35,135000.0,true
227,storage,228.9144984466571,0.54,0.35,135000.0,true
228,storage,156.11212970087627,0.54,0.35,135000.0,true
229,storage,118.57663575216371,0.54,0.35,135000.0,true
230,storage,101.30035050083038,0.54,0.35,135000.0,true
231,storage,71.8281314262428,0.54,0.35,135000.0,true
232,storage,745.9434710551275,0.54,0.35,135000.0,true
233,storage,159.58273596699954,0.54,0.35,135000.0,true
234,storage,189.4042832556183,0.54,0.35,135000.0,true
235,storage,154.63058738260273,0.54,0.35,135000.0,true
236,storage,110.00462600722936,0.54,0.35,135000.0,true
237,storage,213.5122673017697,0.54,0.35,135000.0,true
238,storage,220.16602120926984,0.54,0.35,135000.0,true
239,storage,144.07194605338634,0.54,0.35,135000.0,true
240,storage,128.39266670768876,0.54,0.35,135000.0,true
241,storage,309.38930121241754,0.54,0.35,135000.0,true
242,storage,243.78838539570293,0.54,0.35,135000.0,true
243,storage,312.4691017580541,0.54,0.35,135000.0,true
244,storage,88.19722895400362,0.54,0.35,135000.0,true
245,storage,120.85566048007004,0.54,0.35,135000.0,true
246,storage,128.76233042455834,0.54,0.35,135000.0,true
247,storage,170.34168562556317,0.54,0.35,135000.0,true
248,storage,226.59059449678398,0.54,0.35,135000.0,true
249,storage,71.95773585879932,0.54,0.35,135000.0,true
250,storage,23.206034201791645,0.54,0.35,135000.0,true
251,storage,183.1309369824915,0.54,0.35,135000.0,true
252,storage,526.6470941303244,0.54,0.35,135000.0,true
253,storage,385.98461523691236,0.54,0.35,135000.0,true
254,storage,77.96146419766185,0.54,0.35,135000.0,true
255,storage,142.83927848695365,0.54,0.35,135000.0,true
256,storage,434.63888318310865,0.54,0.35,135000.0,true
257,storage,205.15823641744936,0.54,0.35,135000.0,true
258,storage,50.060960427196335,0.54,0.35,135000.0,true
259,storage,261.5776124139781,0.54,0.35,135000.0,true
260,storage,731.3969223684263,0.54,0.35,135000.0,true
261,storage,607.6705718567015,0.54,0.35,135000.0,true
262,storage,63.479350900283805,0.54,0.35,135000.0,true
263,storage,228.79418907703698,0.54,0.35,135000.0,true
264,storage,48.58016451481632,0.54,0.35,135000.0,true
265,storage,48.914042415775384,0.54,0.35,135000.0,true
266,storage,72.95534425137605,0.54,0.35,135000.0,true
267,storage,355.5161259249558,0.54,0.35,135000.0,true
268,storage,155.9276601756879,0.54,0.35,135000.0,true
269,storage,105.90214659192776,0.54,0.35,135000.0,true
270,storage,32.43674751492238,0.54,0.35,135000.0,true
271,storage,43.52803882500164,0.54,0.35,135000.0,true
272,storage,152.16120584738815,0.54,0.35,135000.0,true
273,storage,138.85674259444704,0.54,0.35,135000.0,true
274,storage,49.556316624970435,0.54,0.35,135000.0,true
275,storage,143.93010582156415,0.54,0.35,135000.0,true
276,storage,242.2684039833682,0.54,0.35,135000.0,true
277,storage,370.44390824399017,0.54,0.35,135000.0,true
278,storage,312.883244442921,0.54,0.35,135000.0,true
279,storage,40.19690255894179,0.54,0.35,135000.0,true
280,storage,84.18407400700056,0.54,0.35,135000.0,true
281,storage,118.03391831116514,0.54,0.35,135000.0,true
282,storage,426.2546241002822,0.54,0.35,135000.0,true
283,storage,160.09007150978857,0.54,0.35,135000.0,true
284,storage,43.70411534596759,0.54,0.35,135000.0,true
285,storage,109.67707410485976,0.54,0.35,135000.0,true
286,storage,62.687829129498695,0.54,0.35,135000.0,true
287,storage,58.24998157456548,0.54,0.35,135000.0,true
288,storage,272.52291434695513,0.54,0.35,135000.0,true
289,storage,283.1280037497177,0.54,0.35,135000.0,true
290,storage,146.86479196815023,0.54,0.35,135000.0,true
291,storage,193.701923169536,0.54,0.35,135000.0,true
292,storage,103.9251930707203,0.54,0.35,135000.0,true
293,storage,147.77270849319353,0.54,0.35,135000.0,true
294,storage,215.43333826076778,0.54,0.35,135000.0,true
295,storage,243.40992031235638,0.54,0.35,135000.0,true
296,storage,398.39206088108335,0.54,0.35,135000.0,true
297,storage,243.7697202553989,0.54,0.35,135000.0,true
298,storage,356.13884201908473,0.54,0.35,135000.0,true
299,storage,153.7756167855293,0.54,0.35,135000.0,true
300,storage,66.24677842095578,0.54,0.35,135000.0,true
301,storage,203.63777216911436,0.54,0.35,135000.0,true
302,storage,418.73082995440586,0.54,0.35,135000.0,true
303,storage,32.061561451879484,0.54,0.35,135000.0,true
304,storage,82.99151845515836,0.54,0.35,135000.0,true
305,storage,366.0893073833068,0.54,0.35,135000.0,true
306,storage,128.45771515093864,0.54,0.35,135000.0,true
307,storage,403.6892777156426,0.54,0.35,135000.0,true
308,storage,64.00933730085477,0.54,0.35,135000.0,true
309,storage,251.60639670313847,0.54,0.35,135000.0,true
310,storage,158.67740366778486,0.54,0.35,135000.0,true
311,storage,138.11735219763912,0.54,0.35,135000.0,true
312,storage,160.71212337945929,0.54,0.35,135000.0,true
313,storage,246.20873967788592,0.54,0.35,135000.0,true
314,storage,155.45888423455406,0.54,0.35,135000.0,true
315,storage,275.6093314935963,0.54,0.35,135000.0,true
316,storage,298.59059549977036,0.54,0.35,135000.0,true
317,storage,262.9015474344949,0.54,0.35,135000.0,true
318,storage,183.89925471861073,0.54,0.35,135000.0,true
319,storage,254.98271084140717,0.54,0.35,135000.0,true
320,storage,77.50362533864822,0.54,0.35,135000.0,true
321,storage,629.160267052139,0.54,0.35,135000.0,true
322,storage,212.46110522182113,0.54,0.35,135000.0,true
323,storage,97.85468164125636,0.54,0.35,135000.0,true
324,storage,244.50330027342028,0.54,0.35,135000.0,true
325,storage,283.1351180416931,0.54,0.35,135000.0,true
326,storage,167.34584510916147,0.54,0.35,135000.0,true
327,storage,110.27079319613925,0.54,0.35,135000.0,true
328,storage,102.9586379474567,0.54,0.35,135000.0,true
329,storage,142.62949272201888,0.54,0.35,135000.0,true
330,storage,67.18932423779088,0.54,0.35,135000.0,true
331,storage,86.4321372706933,0.54,0.35,135000.0,true
332,storage,154.1939605661985,0.54,0.35,135000.0,true
333,storage,96.76274709094525,0.54,0.35,135000.0,true
334,storage,45.469272662308505,0.54,0.35,135000.0,true
335,storage,63.73040351209078,0.54,0.35,135000.0,true
336,storage,96.02278557250538,0.54,0.35,135000.0,true
337,storage,26.77167502423922,0.54,0.35,135000.0,true
338,storage,247.65030285822078,0.54,0.35,135000.0,true
339,storage,128.00361133181374,0.54,0.35,135000.0,true
340,storage,62.366355323636235,0.54,0.35,135000.0,true
341,storage,574.5876641157068,0.54,0.35,135000.0,true
342,storage,288.2507683705761,0.54,0.35,135000.0,true
343,storage,188.0759738012551,0.54,0.35,135000.0,true
344,storage,130.43144382356206,0.54,0.35,135000.0,true
345,storage,124.7009115305659,0.54,0.35,135000.0,true
346,storage,506.1290433321768,0.54,0.35,135000.0,true
347,storage,54.81293473419632,0.54,0.35,135000.0,true
348,storage,79.75170731387699,0.54,0.35,135000.0,true
349,storage,202.09219464921136,0.54,0.35,135000.0,true
350,gas,376.00040283743067,0.77,0.0,120000.0,false
351,gas,904.2306796941498,0.77,0.0,120000.0,false
352,gas,2138.0191051267984,0.77,0.0,120000.0,false
353,gas,333.47879461537286,0.77,0.0,120000.0,false
354,gas,289.30416604467996,0.77,0.0,120000.0,false
355,gas,1851.824332168463,0.77,0.0,120000.0,false
356,gas,496.782720080189,0.77,0.0,120000.0,false
357,gas,237.07151477736278,0.77,0.0,120000.0,false
358,gas,148.18634868078124,0.77,0.0,120000.0,false
359,gas,306.982874728847,0.77,0.0,120000.0,false
360,gas,349.95131600948287,0.77,0.0,120000.0,false
361,gas,439.32243944988073,0.77,0.0,120000.0,false
362,gas,478.01395584893106,0.77,0.0,120000.0,false
363,gas,578.0839466202277,0.77,0.0,120000.0,false
364,gas,154.13978359054505,0.77,0.0,120000.0,false
365,gas,253.5690974904668,0.77,0.0,120000.0,false
366,gas,987.8724960760945,0.77,0.0,120000.0,false
367,gas,937.718765948769,0.77,0.0,120000.0,false
368,gas,961.5991278807638,0.77,0.0,120000.0,false
369,gas,806.3821208733136,0.77,0.0,120000.0,false
370,gas,2202.9445707523196,0.77,0.0,120000.0,false
371,gas,443.14371144320154,0.77,0.0,120000.0,false
372,gas,339.91336284873057,0.77,0.0,120000.0,false
373,gas,285.76823449904634,0.77,0.0,120000.0,false
374,gas,817.2942520664662,0.77,0.0,120000.0,false
375,gas,618.2452252451068,0.77,0.0,120000.0,false
376,gas,167.64072966524978,0.77,0.0,120000.0,false
377,gas,791.4958696287459,0.77,0.0,120000.0,false
378,gas,611.0119193556469,0.77,0.0,120000.0,false
379,gas,435.39450679398027,0.77,0.0,120000.0,false
380,gas,1363.4994916463963,0.77,0.0,120000.0,false
381,gas,605.006053612924,0.77,0.0,120000.0,false
382,gas,358.3161657412532,0.77,0.0,120000.0,false
383,gas,202.6804461080874,0.77,0.0,120000.0,false
384,gas,1885.194284108695,0.77,0.0,120000.0,false
385,gas,439.2603434633308,0.77,0.0,120000.0,false
386,gas,576.253045955918,0.77,0.0,120000.0,false
387,gas,1457.6479520630044,0.77,0.0,120000.0,false
388,gas,620.1962241661784,0.77,0.0,120000.0,false
389,gas,553.0899897712936,0.77,0.0,120000.0,false
390,gas,548.0150840963776,0.77,0.0,120000.0,false
391,gas,406.2901104574389,0.77,0.0,120000.0,false
392,gas,493.06705361463986,0.77,0.0,120000.0,false
393,gas,602.4360094347089,0.77,0.0,120000.0,false
394,gas,800.7858919144504,0.77,0.0,120000.0,false
395,gas,397.5295166447135,0.77,0.0,120000.0,false
396,gas,1119.062644552564,0.77,0.0,120000.0,false
397,gas,348.4012717955463,0.77,0.0,120000.0,false
398,gas,554.7978832816644,0.77,0.0,120000.0,false
399,gas,568.4261708450795,0.77,0.0,120000.0,false
400,gas,367.8662056321544,0.77,0.0,120000.0,false
401,gas,276.3228509639237,0.77,0.0,120000.0,false
402,gas,3055.9161404778574,0.77,0.0,120000.0,false
403,gas,422.0922642851629,0.77,0.0,120000.0,false
404,gas,606.5486959005688,0.77,0.0,120000.0,false
405,gas,237.3802733629121,0.77,0.0,120000.0,false
406,gas,194.20729400227754,0.77,0.0,120000.0,false
407,gas,751.9651197872035,0.77,0.0,120000.0,false
408,gas,186.7902659712417,0.77,0.0,120000.0,false
409,gas,1388.8146830729543,0.77,0.0,120000.0,false
410,gas,659.813539541495,0.77,0.0,120000.0,false
411,gas,162.37914973361535,0.77,0.0,120000.0,false
412,gas,534.2326389848563,0.77,0.0,120000.0,false
413,gas,947.8474442400466,0.77,0.0,120000.0,false
414,gas,1496.3412986765438,0.77,0.0,120000.0,false
415,gas,1346.8419501177618,0.77,0.0,120000.0,false
416,gas,497.03612054919415,0.77,0.0,120000.0,false
417,gas,511.4235230583421,0.77,0.0,120000.0,false
418,gas,942.128128575064,0.77,0.0,120000.0,false
419,gas,102.64710365696385,0.77,0.0,120000.0,false
420,gas,496.11943238548827,0.77,0.0,120000.0,false
421,gas,472.3969378243531,0.77,0.0,120000.0,false
422,gas,192.8108985786791,0.77,0.0,120000.0,false
423,gas,1208.7433262750594,0.77,0.0,120000.0,false
424,gas,613.8203768026801,0.77,0.0,120000.0,false
425,gas,1809.6147645843448,0.77,0.0,120000.0,false
426,gas,930.0612456526128,0.77,0.0,120000.0,false
427,gas,535.3824993492108,0.77,0.0,120000.0,false
428,gas,403.61636848242085,0.77,0.0,120000.0,false
429,gas,509.501879525715,0.77,0.0,120000.0,false
430,gas,496.2847308085027,0.77,0.0,120000.0,false
431,gas,1191.2944636751704,0.77,0.0,120000.0,false
432,gas,274.76012259365694,0.77,0.0,120000.0,false
433,gas,979.0289243384491,0.77,0.0,120000.0,false
434,gas,206.2739651976664,0.77,0.0,120000.0,false
435,gas,1022.6226293803574,0.77,0.0,120000.0,false
436,gas,273.864520466656,0.77,0.0,120000.0,false
437,gas,410.53510559955225,0.77,0.0,120000.0,false
438,gas,355.77863613784984,0.77,0.0,120000.0,false
439,gas,548.3364494927736,0.77,0.0,120000.0,false
440,gas,3283.391041132496,0.77,0.0,120000.0,false
441,gas,313.89176217422016,0.77,0.0,120000.0,false
442,gas,804.050384553416,0.77,0.0,120000.0,false
443,gas,1511.1155932609643,0.77,0.0,120000.0,false
444,gas,247.84942688386624,0.77,0.0,120000.0,false
445,gas,617.5582073295448,0.77,0.0,120000.0,false
446,gas,371.6138142376894,0.77,0.0,120000.0,false
447,gas,812.9735644355372,0.77,0.0,120000.0,false
448,gas,345.67100959465273,0.77,0.0,120000.0,false
449,gas,298.1817604390458,0.77,0.0,120000.0,false
450,gas,752.9647312361326,0.77,0.0,120000.0,false
451,gas,718.6463055248383,0.77,0.0,120000.0,false
452,gas,582.4243387132051,0.77,0.0,120000.0,false
453,gas,353.83571249042484,0.77,0.0,120000.0,false
454,gas,1563.823980135161,0.77,0.0,120000.0,false
455,gas,101.82974168305049,0.77,0.0,120000.0,false
456,gas,979.4133954178815,0.77,0.0,120000.0,false
457,gas,920.6681147398332,0.77,0.0,120000.0,false
458,gas,141.79788389170196,0.77,0.0,120000.0,false
459,gas,1459.9797962758628,0.77,0.0,120000.0,false
460,gas,892.5844164447774,0.77,0.0,120000.0,false
461,gas,556.9766595310974,0.77,0.0,120000.0,false
462,gas,324.13403099042534,0.77,0.0,120000.0,false
463,gas,236.1292948845863,0.77,0.0,120000.0,false
464,gas,565.2781244060462,0.77,0.0,120000.0,false
465,gas,824.0003875148107,0.77,0.0,120000.0,false
466,gas,472.7418989152208,0.77,0.0,120000.0,false
467,gas,150.83370146196307,0.77,0.0,120000.0,false
468,gas,560.1029350518579,0.77,0.0,120000.0,false
469,gas,786.3616953217212,0.77,0.0,120000.0,false
470,gas,425.53662795034944,0.77,0.0,120000.0,false
471,gas,498.0547795722095,0.77,0.0,120000.0,false
472,gas,125.69196340168598,0.77,0.0,120000.0,false
473,gas,690.6267593721658,0.77,0.0,120000.0,false
474,gas,360.7402618556695,0.77,0.0,120000.0,false
475,gas,644.2743048194244,0.77,0.0,120000.0,false
476,gas,1182.2668224164286,0.77,0.0,120000.0,false
477,gas,609.0249830538037,0.77,0.0,120000.0,false
478,gas,1754.6192065700957,0.77,0.0,120000.0,false
479,gas,374.56956496782846,0.77,0.0,120000.0,false
480,gas,561.490124820487,0.77,0.0,120000.0,false
481,gas,1246.9908334043512,0.77,0.0,120000.0,false
482,gas,1496.8116039157485,0.77,0.0,120000.0,false
483,gas,368.4678027983699,0.77,0.0,120000.0,false
484,gas,1073.9781364075036,0.77,0.0,120000.0,false
485,gas,947.7664950071046,0.77,0.0,120000.0,false
486,gas,701.8270628954839,0.77,0.0,120000.0,false
487,gas,606.2484065996031,0.77,0.0,120000.0,false
488,gas,537.363329834862,0.77,0.0,120000.0,false
489,gas,434.3658561041975,0.77,0.0,120000.0,false
490,gas,342.30483765208356,0.77,0.0,120000.0,false
491,gas,418.58457691600955,0.77,0.0,120000.0,false
492,gas,388.6782804470741,0.77,0.0,120000.0,false
493,gas,364.55748282583517,0.77,0.0,120000.0,false
494,gas,438.27955935393226,0.77,0.0,120000.0,false
495,gas,509.7688447636542,0.77,0.0,120000.0,false
496,gas,443.00743855984916,0.77,0.0,120000.0,false
497,gas,834.358945846231,0.77,0.0,120000.0,false
