Iteration,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
11,-0.2016906379572468,-0.2016906379572468,-0.2016906379572468,-0.2016906379572468,-0.2016906379572468,-0.2016906379572468,-0.2016906379572468,-0.2016906379572468,-0.2016906379572468,-0.2016906379572468
12,-0.19004602354548242,-0.19004602354548242,-0.19004602354548242,-0.19004602354548242,-0.19004602354548242,-0.19004602354548242,-0.19004602354548242,-0.19004602354548242,-0.19004602354548242,-0.19004602354548242
13,-0.17950416689023205,-0.17950416689023205,-0.17950416689023205,-0.17950416689023205,-0.17950416689023205,-0.17950416689023205,-0.17950416689023205,-0.17950416689023205,-0.17950416689023205,-0.17950416689023205
14,-0.16990926557592434,-0.16990926557592434,-0.16990926557592434,-0.16990926557592434,-0.16990926557592434,-0.16990926557592434,-0.16990926557592434,-0.16990926557592434,-0.16990926557592434,-0.16990926557592434
15,-0.1611351888300325,-0.1611351888300325,-0.1611351888300325,-0.1611351888300325,-0.1611351888300325,-0.1611351888300325,-0.1611351888300325,-0.1611351888300325,-0.1611351888300325,-0.1611351888300325
16,-0.15307842938853086,-0.15307842938853086,-0.15307842938853086,-0.15307842938853086,-0.15307842938853086,-0.15307842938853086,-0.15307842938853086,-0.15307842938853086,-0.15307842938853086,-0.15307842938853086
17,-0.14565303487826536,-0.14565303487826536,-0.14565303487826536,-0.14565303487826536,-0.14565303487826536,-0.14565303487826536,-0.14565303487826536,-0.14565303487826536,-0.14565303487826536,-0.14565303487826536
18,-0.13878688496741054,-0.13878688496741054,-0.13878688496741054,-0.13878688496741054,-0.13878688496741054,-0.13878688496741054,-0.13878688496741054,-0.13878688496741054,-0.13878688496741054,-0.13878688496741054
19,-0.132418905954129,-0.132418905954129,-0.132418905954129,-0.132418905954129,-0.132418905954129,-0.132418905954129,-0.132418905954129,-0.132418905954129,-0.132418905954129,-0.132418905954129
20,-0.12649695244973733,-0.12649695244973733,-0.12649695244973733,-0.12649695244973733,-0.12649695244973733,-0.12649695244973733,-0.12649695244973733,-0.12649695244973733,-0.12649695244973733,-0.12649695244973733
21,-0.12097617283276446,-0.12097617283276446,-0.12097617283276446,-0.12097617283276446,-0.12097617283276446,-0.12097617283276446,-0.12097617283276446,-0.12097617283276446,-0.12097617283276446,-0.12097617283276446
22,-0.11581773149078335,-0.11581773149078335,-0.11581773149078335,-0.11581773149078335,-0.11581773149078335,-0.11581773149078335,-0.11581773149078335,-0.11581773149078335,-0.11581773149078335,-0.11581773149078335
23,-0.11098779820693928,-0.11098779820693928,-0.11098779820693928,-0.11098779820693928,-0.11098779820693928,-0.11098779820693928,-0.11098779820693928,-0.11098779820693928,-0.11098779820693928,-0.11098779820693928
24,-0.10645674031890617,-0.10645674031890617,-0.10645674031890617,-0.10645674031890617,-0.10645674031890617,-0.10645674031890617,-0.10645674031890617,-0.10645674031890617,-0.10645674031890617,-0.10645674031890617
25,-0.10219847070614993,-0.10219847070614993,-0.10219847070614993,-0.10219847070614993,-0.10219847070614993,-0.10219847070614993,-0.10219847070614993,-0.10219847070614993,-0.10219847070614993,-0.10219847070614993
26,-0.09818991688776532,-0.09818991688776532,-0.09818991688776532,-0.09818991688776532,-0.09818991688776532,-0.09818991688776532,-0.09818991688776532,-0.09818991688776532,-0.09818991688776532,-0.09818991688776532
27,-0.09441058522464144,-0.09441058522464144,-0.09441058522464144,-0.09441058522464144,-0.09441058522464144,-0.09441058522464144,-0.09441058522464144,-0.09441058522464144,-0.09441058522464144,-0.09441058522464144
28,-0.090842200515549,-0.090842200515549,-0.090842200515549,-0.090842200515549,-0.090842200515549,-0.090842200515549,-0.090842200515549,-0.090842200515549,-0.090842200515549,-0.090842200515549
29,-0.08746840588645252,-0.08746840588645252,-0.08746840588645252,-0.08746840588645252,-0.08746840588645252,-0.08746840588645252,-0.08746840588645252,-0.08746840588645252,-0.08746840588645252,-0.08746840588645252
30,-0.08427451128825067,-0.08427451128825067,-0.08427451128825067,-0.08427451128825067,-0.08427451128825067,-0.08427451128825067,-0.08427451128825067,-0.08427451128825067,-0.08427451128825067,-0.08427451128825067
31,-0.08124728147763365,-0.08124728147763365,-0.08124728147763365,-0.08124728147763365,-0.08124728147763365,-0.08124728147763365,-0.08124728147763365,-0.08124728147763365,-0.08124728147763365,-0.08124728147763365
32,-0.0783747562933433,-0.0783747562933433,-0.0783747562933433,-0.0783747562933433,-0.0783747562933433,-0.0783747562933433,-0.0783747562933433,-0.0783747562933433,-0.0783747562933433,-0.0783747562933433
33,-0.07564609752101444,-0.07564609752101444,-0.07564609752101444,-0.07564609752101444,-0.07564609752101444,-0.07564609752101444,-0.07564609752101444,-0.07564609752101444,-0.07564609752101444,-0.07564609752101444
34,-0.07305145778173319,-0.07305145778173319,-0.07305145778173319,-0.07305145778173319,-0.07305145778173319,-0.07305145778173319,-0.07305145778173319,-0.07305145778173319,-0.07305145778173319,-0.07305145778173319
35,-0.0705818677673991,-0.0705818677673991,-0.0705818677673991,-0.0705818677673991,-0.0705818677673991,-0.0705818677673991,-0.0705818677673991,-0.0705818677673991,-0.0705818677673991,-0.0705818677673991
36,-0.06822913884181912,-0.06822913884181912,-0.06822913884181912,-0.06822913884181912,-0.06822913884181912,-0.06822913884181912,-0.06822913884181912,-0.06822913884181912,-0.06822913884181912,-0.06822913884181912
37,-0.06598577857575678,-0.06598577857575678,-0.06598577857575678,-0.06598577857575678,-0.06598577857575678,-0.06598577857575678,-0.06598577857575678,-0.06598577857575678,-0.06598577857575678,-0.06598577857575678
38,-0.06384491722076097,-0.06384491722076097,-0.06384491722076097,-0.06384491722076097,-0.06384491722076097,-0.06384491722076097,-0.06384491722076097,-0.06384491722076097,-0.06384491722076097,-0.06384491722076097
39,-0.06180024347588115,-0.06180024347588115,-0.06180024347588115,-0.06180024347588115,-0.06180024347588115,-0.06180024347588115,-0.06180024347588115,-0.06180024347588115,-0.06180024347588115,-0.06180024347588115
40,-0.059845948182513695,-0.059845948182513695,-0.059845948182513695,-0.059845948182513695,-0.059845948182513695,-0.059845948182513695,-0.059845948182513695,-0.059845948182513695,-0.059845948182513695,-0.059845948182513695
41,-0.05797667481022294,-0.05797667481022294,-0.05797667481022294,-0.05797667481022294,-0.05797667481022294,-0.05797667481022294,-0.05797667481022294,-0.05797667481022294,-0.05797667481022294,-0.05797667481022294
42,-0.0561874757816469,-0.0561874757816469,-0.0561874757816469,-0.0561874757816469,-0.0561874757816469,-0.0561874757816469,-0.0561874757816469,-0.0561874757816469,-0.0561874757816469,-0.0561874757816469
43,-0.0544737738361871,-0.0544737738361871,-0.0544737738361871,-0.0544737738361871,-0.0544737738361871,-0.0544737738361871,-0.0544737738361871,-0.0544737738361871,-0.0544737738361871,-0.0544737738361871
44,-0.05283132775682972,-0.05283132775682972,-0.05283132775682972,-0.05283132775682972,-0.05283132775682972,-0.05283132775682972,-0.05283132775682972,-0.05283132775682972,-0.05283132775682972,-0.05283132775682972
45,-0.05125620188741849,-0.05125620188741849,-0.05125620188741849,-0.05125620188741849,-0.05125620188741849,-0.05125620188741849,-0.05125620188741849,-0.05125620188741849,-0.05125620188741849,-0.05125620188741849
46,-0.049744738953148224,-0.049744738953148224,-0.049744738953148224,-0.049744738953148224,-0.049744738953148224,-0.049744738953148224,-0.049744738953148224,-0.049744738953148224,-0.049744738953148224,-0.049744738953148224
47,-0.048293535768255035,-0.048293535768255035,-0.048293535768255035,-0.048293535768255035,-0.048293535768255035,-0.048293535768255035,-0.048293535768255035,-0.048293535768255035,-0.048293535768255035,-0.048293535768255035
48,-0.04689942147445899,-0.04689942147445899,-0.04689942147445899,-0.04689942147445899,-0.04689942147445899,-0.04689942147445899,-0.04689942147445899,-0.04689942147445899,-0.04689942147445899,-0.04689942147445899
49,-0.04555943800376016,-0.04555943800376016,-0.04555943800376016,-0.04555943800376016,-0.04555943800376016,-0.04555943800376016,-0.04555943800376016,-0.04555943800376016,-0.04555943800376016,-0.04555943800376016
50,-0.04427082250137988,-0.04427082250137988,-0.04427082250137988,-0.04427082250137988,-0.04427082250137988,-0.04427082250137988,-0.04427082250137988,-0.04427082250137988,-0.04427082250137988,-0.04427082250137988
51,-0.043030991480335457,-0.043030991480335457,-0.043030991480335457,-0.043030991480335457,-0.043030991480335457,-0.043030991480335457,-0.043030991480335457,-0.043030991480335457,-0.043030991480335457,-0.043030991480335457
52,-0.041837526509440046,-0.041837526509440046,-0.041837526509440046,-0.041837526509440046,-0.041837526509440046,-0.041837526509440046,-0.041837526509440046,-0.041837526509440046,-0.041837526509440046,-0.041837526509440046
53,-0.04068816126232906,-0.04068816126232906,-0.04068816126232906,-0.04068816126232906,-0.04068816126232906,-0.04068816126232906,-0.04068816126232906,-0.04068816126232906,-0.04068816126232906,-0.04068816126232906
54,-0.039580769777164806,-0.039580769777164806,-0.039580769777164806,-0.039580769777164806,-0.039580769777164806,-0.039580769777164806,-0.039580769777164806,-0.039580769777164806,-0.039580769777164806,-0.039580769777164806
55,-0.03851335579556665,-0.03851335579556665,-0.03851335579556665,-0.03851335579556665,-0.03851335579556665,-0.03851335579556665,-0.03851335579556665,-0.03851335579556665,-0.03851335579556665,-0.03851335579556665
56,-0.037484043065552836,-0.037484043065552836,-0.037484043065552836,-0.037484043065552836,-0.037484043065552836,-0.037484043065552836,-0.037484043065552836,-0.037484043065552836,-0.037484043065552836,-0.037484043065552836
57,-0.03649106650727395,-0.03649106650727395,-0.03649106650727395,-0.03649106650727395,-0.03649106650727395,-0.03649106650727395,-0.03649106650727395,-0.03649106650727395,-0.03649106650727395,-0.03649106650727395
58,-0.03553276415241054,-0.03553276415241054,-0.03553276415241054,-0.03553276415241054,-0.03553276415241054,-0.03553276415241054,-0.03553276415241054,-0.03553276415241054,-0.03553276415241054,-0.03553276415241054
59,-0.03460756977858238,-0.03460756977858238,-0.03460756977858238,-0.03460756977858238,-0.03460756977858238,-0.03460756977858238,-0.03460756977858238,-0.03460756977858238,-0.03460756977858238,-0.03460756977858238
60,-0.03371400616921464,-0.03371400616921464,-0.03371400616921464,-0.03371400616921464,-0.03371400616921464,-0.03371400616921464,-0.03371400616921464,-0.03371400616921464,-0.03371400616921464,-0.03371400616921464
61,-0.03285067893722571,-0.03285067893722571,-0.03285067893722571,-0.03285067893722571,-0.03285067893722571,-0.03285067893722571,-0.03285067893722571,-0.03285067893722571,-0.03285067893722571,-0.03285067893722571
62,-0.032016270857811675,-0.032016270857811675,-0.032016270857811675,-0.032016270857811675,-0.032016270857811675,-0.032016270857811675,-0.032016270857811675,-0.032016270857811675,-0.032016270857811675,-0.032016270857811675
63,-0.031209536661645443,-0.031209536661645443,-0.031209536661645443,-0.031209536661645443,-0.031209536661645443,-0.031209536661645443,-0.031209536661645443,-0.031209536661645443,-0.031209536661645443,-0.031209536661645443
64,-0.030429298245104305,-0.030429298245104305,-0.030429298245104305,-0.030429298245104305,-0.030429298245104305,-0.030429298245104305,-0.030429298245104305,-0.030429298245104305,-0.030429298245104305,-0.030429298245104305
65,-0.02967444025879083,-0.02967444025879083,-0.02967444025879083,-0.02967444025879083,-0.02967444025879083,-0.02967444025879083,-0.02967444025879083,-0.02967444025879083,-0.02967444025879083,-0.02967444025879083
66,-0.028943906039704488,-0.028943906039704488,-0.028943906039704488,-0.028943906039704488,-0.028943906039704488,-0.028943906039704488,-0.028943906039704488,-0.028943906039704488,-0.028943906039704488,-0.028943906039704488
67,-0.02823669385603013,-0.02823669385603013,-0.02823669385603013,-0.02823669385603013,-0.02823669385603013,-0.02823669385603013,-0.02823669385603013,-0.02823669385603013,-0.02823669385603013,-0.02823669385603013
68,-0.027551853436696944,-0.027551853436696944,-0.027551853436696944,-0.027551853436696944,-0.027551853436696944,-0.027551853436696944,-0.027551853436696944,-0.027551853436696944,-0.027551853436696944,-0.027551853436696944
69,-0.026888482760682775,-0.026888482760682775,-0.026888482760682775,-0.026888482760682775,-0.026888482760682775,-0.026888482760682775,-0.026888482760682775,-0.026888482760682775,-0.026888482760682775,-0.026888482760682775
70,-0.02624572508353952,-0.02624572508353952,-0.02624572508353952,-0.02624572508353952,-0.02624572508353952,-0.02624572508353952,-0.02624572508353952,-0.02624572508353952,-0.02624572508353952,-0.02624572508353952
71,-0.02562276618083666,-0.02562276618083666,-0.02562276618083666,-0.02562276618083666,-0.02562276618083666,-0.02562276618083666,-0.02562276618083666,-0.02562276618083666,-0.02562276618083666,-0.02562276618083666
72,-0.02501883179019576,-0.02501883179019576,-0.02501883179019576,-0.02501883179019576,-0.02501883179019576,-0.02501883179019576,-0.02501883179019576,-0.02501883179019576,-0.02501883179019576,-0.02501883179019576
73,-0.024433185235349455,-0.024433185235349455,-0.024433185235349455,-0.024433185235349455,-0.024433185235349455,-0.024433185235349455,-0.024433185235349455,-0.024433185235349455,-0.024433185235349455,-0.024433185235349455
74,-0.02386512521722951,-0.02386512521722951,-0.02386512521722951,-0.02386512521722951,-0.02386512521722951,-0.02386512521722951,-0.02386512521722951,-0.02386512521722951,-0.02386512521722951,-0.02386512521722951
75,-0.023313983758493046,-0.023313983758493046,-0.023313983758493046,-0.023313983758493046,-0.023313983758493046,-0.023313983758493046,-0.023313983758493046,-0.023313983758493046,-0.023313983758493046,-0.023313983758493046
76,-0.022779124289152942,-0.022779124289152942,-0.022779124289152942,-0.022779124289152942,-0.022779124289152942,-0.022779124289152942,-0.022779124289152942,-0.022779124289152942,-0.022779124289152942,-0.022779124289152942
77,-0.02225993986210542,-0.02225993986210542,-0.02225993986210542,-0.02225993986210542,-0.02225993986210542,-0.02225993986210542,-0.02225993986210542,-0.02225993986210542,-0.02225993986210542,-0.02225993986210542
78,-0.021755851488359384,-0.021755851488359384,-0.021755851488359384,-0.021755851488359384,-0.021755851488359384,-0.021755851488359384,-0.021755851488359384,-0.021755851488359384,-0.021755851488359384,-0.021755851488359384
79,-0.021266306582681454,-0.021266306582681454,-0.021266306582681454,-0.021266306582681454,-0.021266306582681454,-0.021266306582681454,-0.021266306582681454,-0.021266306582681454,-0.021266306582681454,-0.021266306582681454
80,-0.020790777511189185,-0.020790777511189185,-0.020790777511189185,-0.020790777511189185,-0.020790777511189185,-0.020790777511189185,-0.020790777511189185,-0.020790777511189185,-0.020790777511189185,-0.020790777511189185
81,-0.020328760233162758,-0.020328760233162758,-0.020328760233162758,-0.020328760233162758,-0.020328760233162758,-0.020328760233162758,-0.020328760233162758,-0.020328760233162758,-0.020328760233162758,-0.020328760233162758
82,-0.019879773030011195,-0.019879773030011195,-0.019879773030011195,-0.019879773030011195,-0.019879773030011195,-0.019879773030011195,-0.019879773030011195,-0.019879773030011195,-0.019879773030011195,-0.019879773030011195
83,-0.019443355314930758,-0.019443355314930758,-0.019443355314930758,-0.019443355314930758,-0.019443355314930758,-0.019443355314930758,-0.019443355314930758,-0.019443355314930758,-0.019443355314930758,-0.019443355314930758
84,-0.019019066517337462,-0.019019066517337462,-0.019019066517337462,-0.019019066517337462,-0.019019066517337462,-0.019019066517337462,-0.019019066517337462,-0.019019066517337462,-0.019019066517337462,-0.019019066517337462
85,-0.018606485036648513,-0.018606485036648513,-0.018606485036648513,-0.018606485036648513,-0.018606485036648513,-0.018606485036648513,-0.018606485036648513,-0.018606485036648513,-0.018606485036648513,-0.018606485036648513
86,-0.018205207260434494,-0.018205207260434494,-0.018205207260434494,-0.018205207260434494,-0.018205207260434494,-0.018205207260434494,-0.018205207260434494,-0.018205207260434494,-0.018205207260434494,-0.018205207260434494
87,-0.017814846642369857,-0.017814846642369857,-0.017814846642369857,-0.017814846642369857,-0.017814846642369857,-0.017814846642369857,-0.017814846642369857,-0.017814846642369857,-0.017814846642369857,-0.017814846642369857
88,-0.017435032835778,-0.017435032835778,-0.017435032835778,-0.017435032835778,-0.017435032835778,-0.017435032835778,-0.017435032835778,-0.017435032835778,-0.017435032835778,-0.017435032835778
89,-0.01706541087890268,-0.01706541087890268,-0.01706541087890268,-0.01706541087890268,-0.01706541087890268,-0.01706541087890268,-0.01706541087890268,-0.01706541087890268,-0.01706541087890268,-0.01706541087890268
90,-0.016705640428343025,-0.016705640428343025,-0.016705640428343025,-0.016705640428343025,-0.016705640428343025,-0.016705640428343025,-0.016705640428343025,-0.016705640428343025,-0.016705640428343025,-0.016705640428343025
91,-0.016355395037367812,-0.016355395037367812,-0.016355395037367812,-0.016355395037367812,-0.016355395037367812,-0.016355395037367812,-0.016355395037367812,-0.016355395037367812,-0.016355395037367812,-0.016355395037367812
92,-0.016014361476078938,-0.016014361476078938,-0.016014361476078938,-0.016014361476078938,-0.016014361476078938,-0.016014361476078938,-0.016014361476078938,-0.016014361476078938,-0.016014361476078938,-0.016014361476078938
93,-0.015682239090626025,-0.015682239090626025,-0.015682239090626025,-0.015682239090626025,-0.015682239090626025,-0.015682239090626025,-0.015682239090626025,-0.015682239090626025,-0.015682239090626025,-0.015682239090626025
94,-0.015358739198886388,-0.015358739198886388,-0.015358739198886388,-0.015358739198886388,-0.015358739198886388,-0.015358739198886388,-0.015358739198886388,-0.015358739198886388,-0.015358739198886388,-0.015358739198886388
95,-0.015043584520218806,-0.015043584520218806,-0.015043584520218806,-0.015043584520218806,-0.015043584520218806,-0.015043584520218806,-0.015043584520218806,-0.015043584520218806,-0.015043584520218806,-0.015043584520218806
96,-0.014736508637077409,-0.014736508637077409,-0.014736508637077409,-0.014736508637077409,-0.014736508637077409,-0.014736508637077409,-0.014736508637077409,-0.014736508637077409,-0.014736508637077409,-0.014736508637077409
97,-0.014437255486435109,-0.014437255486435109,-0.014437255486435109,-0.014437255486435109,-0.014437255486435109,-0.014437255486435109,-0.014437255486435109,-0.014437255486435109,-0.014437255486435109,-0.014437255486435109
98,-0.014145578879115652,-0.014145578879115652,-0.014145578879115652,-0.014145578879115652,-0.014145578879115652,-0.014145578879115652,-0.014145578879115652,-0.014145578879115652,-0.014145578879115652,-0.014145578879115652
99,-0.013861242045270788,-0.013861242045270788,-0.013861242045270788,-0.013861242045270788,-0.013861242045270788,-0.013861242045270788,-0.013861242045270788,-0.013861242045270788,-0.013861242045270788,-0.013861242045270788
100,-0.013584017204365372,-0.013584017204365372,-0.013584017204365372,-0.013584017204365372,-0.013584017204365372,-0.013584017204365372,-0.013584017204365372,-0.013584017204365372,-0.013584017204365372,-0.013584017204365372
101,-0.013313685158149454,-0.013313685158149454,-0.013313685158149454,-0.013313685158149454,-0.013313685158149454,-0.013313685158149454,-0.013313685158149454,-0.013313685158149454,-0.013313685158149454,-0.013313685158149454
102,-0.01305003490520332,-0.01305003490520332,-0.01305003490520332,-0.01305003490520332,-0.01305003490520332,-0.01305003490520332,-0.01305003490520332,-0.01305003490520332,-0.01305003490520332,-0.01305003490520332
103,-0.012792863275740064,-0.012792863275740064,-0.012792863275740064,-0.012792863275740064,-0.012792863275740064,-0.012792863275740064,-0.012792863275740064,-0.012792863275740064,-0.012792863275740064,-0.012792863275740064
104,-0.012541974585441129,-0.012541974585441129,-0.012541974585441129,-0.012541974585441129,-0.012541974585441129,-0.012541974585441129,-0.012541974585441129,-0.012541974585441129,-0.012541974585441129,-0.012541974585441129
105,-0.012297180307184116,-0.012297180307184116,-0.012297180307184116,-0.012297180307184116,-0.012297180307184116,-0.012297180307184116,-0.012297180307184116,-0.012297180307184116,-0.012297180307184116,-0.012297180307184116
106,-0.012058298759599594,-0.012058298759599594,-0.012058298759599594,-0.012058298759599594,-0.012058298759599594,-0.012058298759599594,-0.012058298759599594,-0.012058298759599594,-0.012058298759599594,-0.012058298759599594
107,-0.011825154811465214,-0.011825154811465214,-0.011825154811465214,-0.011825154811465214,-0.011825154811465214,-0.011825154811465214,-0.011825154811465214,-0.011825154811465214,-0.011825154811465214,-0.011825154811465214
108,-0.011597579601011598,-0.011597579601011598,-0.011597579601011598,-0.011597579601011598,-0.011597579601011598,-0.011597579601011598,-0.011597579601011598,-0.011597579601011598,-0.011597579601011598,-0.011597579601011598
109,-0.011375410269275727,-0.011375410269275727,-0.011375410269275727,-0.011375410269275727,-0.011375410269275727,-0.011375410269275727,-0.011375410269275727,-0.011375410269275727,-0.011375410269275727,-0.011375410269275727
110,-0.011158489706694237,-0.011158489706694237,-0.011158489706694237,-0.011158489706694237,-0.011158489706694237,-0.011158489706694237,-0.011158489706694237,-0.011158489706694237,-0.011158489706694237,-0.011158489706694237
111,-0.010946666312181622,-0.010946666312181622,-0.010946666312181622,-0.010946666312181622,-0.010946666312181622,-0.010946666312181622,-0.010946666312181622,-0.010946666312181622,-0.010946666312181622,-0.010946666312181622
112,-0.010739793763987043,-0.010739793763987043,-0.010739793763987043,-0.010739793763987043,-0.010739793763987043,-0.010739793763987043,-0.010739793763987043,-0.010739793763987043,-0.010739793763987043,-0.010739793763987043
113,-0.010537730801668671,-0.010537730801668671,-0.010537730801668671,-0.010537730801668671,-0.010537730801668671,-0.010537730801668671,-0.010537730801668671,-0.010537730801668671,-0.010537730801668671,-0.010537730801668671
114,-0.010340341018566465,-0.010340341018566465,-0.010340341018566465,-0.010340341018566465,-0.010340341018566465,-0.010340341018566465,-0.010340341018566465,-0.010340341018566465,-0.010340341018566465,-0.010340341018566465
115,-0.01014749266419331,-0.01014749266419331,-0.01014749266419331,-0.01014749266419331,-0.01014749266419331,-0.01014749266419331,-0.01014749266419331,-0.01014749266419331,-0.01014749266419331,-0.01014749266419331
116,-0.009959058456000657,-0.009959058456000657,-0.009959058456000657,-0.009959058456000657,-0.009959058456000657,-0.009959058456000657,-0.009959058456000657,-0.009959058456000657,-0.009959058456000657,-0.009959058456000657
117,-0.009774915400008587,-0.009774915400008587,-0.009774915400008587,-0.009774915400008587,-0.009774915400008587,-0.009774915400008587,-0.009774915400008587,-0.009774915400008587,-0.009774915400008587,-0.009774915400008587
118,-0.00959494461982156,-0.00959494461982156,-0.00959494461982156,-0.00959494461982156,-0.00959494461982156,-0.00959494461982156,-0.00959494461982156,-0.00959494461982156,-0.00959494461982156,-0.00959494461982156
119,-0.009419031193580374,-0.009419031193580374,-0.009419031193580374,-0.009419031193580374,-0.009419031193580374,-0.009419031193580374,-0.009419031193580374,-0.009419031193580374,-0.009419031193580374,-0.009419031193580374
120,-0.009247063998428081,-0.009247063998428081,-0.009247063998428081,-0.009247063998428081,-0.009247063998428081,-0.009247063998428081,-0.009247063998428081,-0.009247063998428081,-0.009247063998428081,-0.009247063998428081
121,-0.009078935562093025,-0.009078935562093025,-0.009078935562093025,-0.009078935562093025,-0.009078935562093025,-0.009078935562093025,-0.009078935562093025,-0.009078935562093025,-0.009078935562093025,-0.009078935562093025
122,-0.008914541921215815,-0.008914541921215815,-0.008914541921215815,-0.008914541921215815,-0.008914541921215815,-0.008914541921215815,-0.008914541921215815,-0.008914541921215815,-0.008914541921215815,-0.008914541921215815
123,-0.008753782486069213,-0.008753782486069213,-0.008753782486069213,-0.008753782486069213,-0.008753782486069213,-0.008753782486069213,-0.008753782486069213,-0.008753782486069213,-0.008753782486069213,-0.008753782486069213
124,-0.008596559911340498,-0.008596559911340498,-0.008596559911340498,-0.008596559911340498,-0.008596559911340498,-0.008596559911340498,-0.008596559911340498,-0.008596559911340498,-0.008596559911340498,-0.008596559911340498
125,-0.008442779972665243,-0.008442779972665243,-0.008442779972665243,-0.008442779972665243,-0.008442779972665243,-0.008442779972665243,-0.008442779972665243,-0.008442779972665243,-0.008442779972665243,-0.008442779972665243
126,-0.008292351448619386,-0.008292351448619386,-0.008292351448619386,-0.008292351448619386,-0.008292351448619386,-0.008292351448619386,-0.008292351448619386,-0.008292351448619386,-0.008292351448619386,-0.008292351448619386
127,-0.008145186007893416,-0.008145186007893416,-0.008145186007893416,-0.008145186007893416,-0.008145186007893416,-0.008145186007893416,-0.008145186007893416,-0.008145186007893416,-0.008145186007893416,-0.008145186007893416
128,-0.008001198101388236,-0.008001198101388236,-0.008001198101388236,-0.008001198101388236,-0.008001198101388236,-0.008001198101388236,-0.008001198101388236,-0.008001198101388236,-0.008001198101388236,-0.008001198101388236
129,-0.007860304858987073,-0.007860304858987073,-0.007860304858987073,-0.007860304858987073,-0.007860304858987073,-0.007860304858987073,-0.007860304858987073,-0.007860304858987073,-0.007860304858987073,-0.007860304858987073
130,-0.00772242599077162,-0.00772242599077162,-0.00772242599077162,-0.00772242599077162,-0.00772242599077162,-0.00772242599077162,-0.00772242599077162,-0.00772242599077162,-0.00772242599077162,-0.00772242599077162
131,-0.007587483692463584,-0.007587483692463584,-0.007587483692463584,-0.007587483692463584,-0.007587483692463584,-0.007587483692463584,-0.007587483692463584,-0.007587483692463584,-0.007587483692463584,-0.007587483692463584
132,-0.007455402554884969,-0.007455402554884969,-0.007455402554884969,-0.007455402554884969,-0.007455402554884969,-0.007455402554884969,-0.007455402554884969,-0.007455402554884969,-0.007455402554884969,-0.007455402554884969
133,-0.007326109477241842,-0.007326109477241842,-0.007326109477241842,-0.007326109477241842,-0.007326109477241842,-0.007326109477241842,-0.007326109477241842,-0.007326109477241842,-0.007326109477241842,-0.007326109477241842
134,-0.0071995335840470106,-0.0071995335840470106,-0.0071995335840470106,-0.0071995335840470106,-0.0071995335840470106,-0.0071995335840470106,-0.0071995335840470106,-0.0071995335840470106,-0.0071995335840470106,-0.0071995335840470106
