Iteration,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
38,-4.218548020202991,-2.415335194117112,-4.642316008329399,0.7937954566941929,-4.972156504648972,-5.681824344366684,-7.351898138770182,-1.7918559678796988,-2.6796379474161918,2.1805281035138266
39,-4.128348550167625,-2.2448424741513384,-4.618759754427996,0.8254491981869143,-4.7858518556484775,-5.721926729757411,-7.239946702035242,-1.721997627113828,-2.6596346448094916,2.5428203028868137
40,-4.053311555393911,-2.2903603537551445,-4.482459690259309,0.7777958382397755,-4.805997240247531,-5.706778492438853,-7.22703949491575,-1.8088619924641407,-2.284652652225044,2.454717617414228
41,-4.135238072221271,-2.379326104518994,-4.268746573060049,1.0164533412179892,-4.657794670004863,-5.663292093187304,-7.129480175415861,-1.6442233384655052,-2.5844150791867624,2.2688463503896745
42,-4.062054128760017,-2.4237199123660016,-4.135812462092949,0.9699767890769124,-4.677442560914519,-5.648517944158519,-7.116891713965289,-1.7289425735810084,-2.2186933305073735,2.1829193756773413
43,-3.976257319101672,-2.261548987888267,-4.113405995276128,1.0000855029392075,-4.500231491908315,-5.686662921339258,-7.010404656948658,-1.6624940372050494,-2.199666394477567,2.5275279954188985
44,-4.055274268472508,-2.3473551773380037,-3.907282761730115,1.2302672384759221,-4.35729224045485,-5.644720913537066,-6.916310093819356,-1.5037024189197694,-2.488782951994909,2.3482578266782768
45,-3.984629273667796,-2.3902088440903784,-3.778960494105773,1.1854030834541913,-4.376258492963108,-5.630459319640652,-6.904158360095882,-1.5854825149563068,-2.1357490785318847,2.2653118907934306
46,-3.9017416808424508,-2.233536846498066,-3.7573137906262035,1.2144908645156403,-4.205056335325516,-5.667310868660711,-6.8012820893078185,-1.521287129965847,-2.1173673119763134,2.598235446704047
47,-3.8326495129099576,-2.2754485593938343,-3.6318121370598284,1.170612855302395,-4.223605696210502,-5.653362754669055,-6.78939745927261,-1.6012696417419674,-1.772093372349117,2.5171127210627486
48,-3.9082292814483006,-2.357522240919205,-3.434655116878377,1.3907818498300437,-4.086884200051548,-5.613245194234697,-6.699395942399902,-1.4493853453803567,-2.0486335662157815,2.345640676556728
49,-3.5268907265208735,-2.152265717357759,-3.310957351667043,1.5198944698072665,-4.188052111359393,-5.5643490078130755,-6.647071818059325,-1.6173567854353583,-2.1467155290875772,2.4925470067491924
50,-3.4599470290683487,-2.19287415550306,-3.1893582619648964,1.4773808787377178,-4.2060246665734,-5.550834620422553,-6.635556749112733,-1.6948521836846226,-1.8121781300696747,2.413946850402075
51,-3.3813129541393323,-2.0442420481150227,-3.168822395915977,1.5049759708080643,-4.043608039032406,-5.585795069485173,-6.537959749250375,-1.6339510941322508,-1.7947396551497408,2.729785867422063
52,-3.453868296962093,-2.123031441294738,-2.979554878089138,1.7163346079914001,-3.9123576367501975,-5.547282866989462,-6.451559763678112,-1.488144651415774,-2.060213722592664,2.5651755065509207
53,-3.388884353264417,-2.1624510813580358,-2.861515559981606,1.6750655877014942,-3.9298040515819856,-5.534164108649035,-6.440381794420724,-1.5633713984927575,-1.7354697910528243,2.4888763427900313
54,-3.5937410298423713,-2.1771306826249077,-2.903048655905141,1.6899581923611544,-3.80199102480489,-5.4820168886094,-6.332205113664964,-1.5369359558500837,-1.6986754609256947,2.287012407353013
55,-3.5180753559627966,-2.0341093706070668,-2.8832880095861646,1.7165115820863663,-3.6457055520854493,-5.51565759640489,-6.238292356760577,-1.478333855105078,-1.6818952806102274,2.590928643181474
56,-3.4548885517014143,-2.0724388553844397,-2.768513084212185,1.6763838619336948,-3.662669484040205,-5.5029016390369385,-6.227423515700511,-1.5514801966827414,-1.3661321848408745,2.516739542743132
57,-3.524129095973145,-2.147628638167624,-2.587892533919937,1.8780862659986157,-3.5374154512379126,-5.466148923686669,-6.144970841736761,-1.4123351377630184,-1.6194776753953168,2.3596496505855504
58,-3.174188838245884,-1.9592723342293463,-2.4743796795835107,1.9965681318547177,-3.630253493705277,-5.421278705721117,-6.096954932197848,-1.5664763025210715,-1.7094838573621096,2.4944601447908914
59,-3.370016510145929,-1.9733049358927763,-2.5140822151189446,2.0108043488418623,-3.5080737928023757,-5.371429860826208,-5.993546110478465,-1.541205995129396,-1.6743112277545233,2.30149330974527
60,-3.309009220667311,-2.0103123142641586,-2.4032662436668706,1.972060761979262,-3.5244525845383565,-5.359113897187592,-5.983052170476284,-1.6118292856580747,-1.3694398101310368,2.229863228440994
61,-3.2372264596220215,-1.8746303842875616,-2.3845196485453743,1.9972515193181966,-3.3761871668414942,-5.39102827480777,-5.893958706527213,-1.5562344514506143,-1.353520733327477,2.5181834853778367
62,-3.4281779885649395,-1.8883135717384474,-2.423233584067578,2.0111332520359606,-3.2570497616585037,-5.342420674786973,-5.793124782384048,-1.5315933790910299,-1.3192239082907187,2.330021557956032
63,-3.092644795005825,-1.7077119096208562,-2.314394061650593,2.124737211431009,-3.346065655614693,-5.29939776674131,-5.747085691100662,-1.6793885416313188,-1.4055245296354006,2.4592818949626274
64,-3.2805409023488603,-1.721176151946117,-2.3524885342364916,2.138396822093901,-3.2288345719111127,-5.251567938502935,-5.6478652138439065,-1.655141751868729,-1.3717764892069921,2.274130752636406
65,-3.4669632919788986,-1.7345347907403235,-2.390284222032162,2.1519492969013934,-3.1125229618837613,-5.204113251964305,-5.549422948423962,-1.6310851359424243,-1.3382931433784961,2.090431798553391
66,-3.397996645971615,-1.6041758090291418,-2.372273076030542,2.176151793695207,-2.970074156230129,-5.234775594173251,-5.463824717034374,-1.577671346965981,-1.3229985891054836,2.367440941240821
67,-3.3403152492539103,-1.6391656814126718,-2.267498383258374,2.139520364513752,-2.9855600365561332,-5.223131051518249,-5.453902867996813,-1.644444515767755,-1.0347476384712526,2.2997158681889935
68,-3.390484544805285,-1.7637001782324748,-2.3762448929274487,2.1223457442767804,-2.9150569424231683,-4.9497375529504435,-5.50369187902166,-1.7966501758487776,-0.999528751478361,2.2305186667901995
69,-3.0700960745631467,-1.5912502049965234,-2.272317982688927,2.2308220424872496,-3.0000549892314208,-4.908656539331774,-5.45973082148467,-1.9377744131654917,-1.081934083005411,2.35394467182189
70,-3.249637021842345,-1.6041157340149648,-2.308718511634888,2.2438742524162363,-2.8880368100560445,-4.862953555956809,-5.364922372666465,-1.9146058033203326,-1.0496867137915764,2.1770266294359115
71,-3.059526352696163,-1.5756353823019764,-2.2384498892925433,2.2423820837912007,-2.801811560180545,-4.989104752647778,-5.36364843540064,-1.855714807861761,-1.0302175056595706,2.120104684119949
72,-3.2365204908478407,-1.5883184123014973,-2.274334072520322,2.2552491466109337,-2.6913823718481793,-4.944050071384271,-5.270184855407488,-1.8328748474301189,-0.998427569112194,1.9456962446518553
73,-3.17099209507366,-1.4644583228114663,-2.257220850812889,2.278245056669556,-2.556035182230684,-4.973183778936454,-5.188854022188857,-1.782123939469809,-0.9838955066789157,2.2088954255018454
74,-3.2190554380502343,-1.5837652448497865,-2.361402516795777,2.2617913741159175,-2.4884915909368344,-4.711266497762471,-5.236553043812574,-1.9279404745247775,-0.9501550001362404,2.14260290958554
75,-3.034154271732284,-1.5560653252580683,-2.293059428609261,2.2603400946040875,-2.4046291263016837,-4.833960839459989,-5.235314015580625,-1.8706632380876047,-0.9312192964902408,2.0872407664439834
76,-3.0939849401645128,-1.6210367233097254,-2.1369854351095547,2.434630891802786,-2.296397271898813,-4.80220286370699,-5.164066762267368,-1.7504281652444837,-1.1501348206761446,1.9514995854554313
77,-3.0402321589877332,-1.653643474544271,-2.039346829702519,2.400494388371359,-2.3108284262026406,-4.791351417853463,-5.154820679292034,-1.8126534880577962,-0.8815163205162009,1.8883871915279293
78,-2.9768670156550394,-1.5338723092195041,-2.0227985572541503,2.422731147256039,-2.1799493779905506,-4.819523350540761,-5.076174775582964,-1.7635779915623289,-0.8674639969681375,2.1428975243778385
79,-3.1457324479977977,-1.5459728531507944,-2.0570347086787395,2.4350072720403166,-2.074591806119869,-4.776537869156584,-4.987003642523629,-1.7417869885762554,-0.8371340581617956,1.976499038854174
80,-2.8484852362435427,-1.3859787257942706,-1.960614309182814,2.5356484629050065,-2.1534505503163,-4.738424085770561,-4.946217837189365,-1.872717998739123,-0.9135873556590132,2.0910101379143526
81,-3.01522649053983,-1.397927055566555,-1.9944198000498055,2.5477701648781688,-2.0494182836788584,-4.695979323790033,-4.858168398254136,-1.8512011073311945,-0.8836389407043527,1.926704798424259
82,-3.0608546441403113,-1.511189143204079,-2.0933229716443846,2.5321501287267743,-1.985296872902542,-4.447332409199602,-4.903450689298694,-1.9896296652910694,-0.8516079391188496,1.863771075726988
83,-2.8852044701655224,-1.4848751085645873,-2.028399231199755,2.5307714597664033,-1.9056302228945654,-4.563888096186628,-4.902273652242436,-1.935218128872287,-0.8336196283580862,1.8111788164780127
84,-2.8241725915709353,-1.369514220278522,-2.0124603079700516,2.5521894049837175,-1.779570472045173,-4.59102266710551,-4.826523689491906,-1.887949716200125,-0.8200847468814628,2.0563174355766476
85,-2.986895393802212,-1.3811745961749076,-2.0454510889732096,2.564018974823587,-1.6780453754446927,-4.54960082079243,-4.740596235611939,-1.866951380305502,-0.7908580865425168,1.8959718427824317
86,-2.700331234334776,-1.2269306510254647,-1.952496034579268,2.6610431255220464,-1.754069939691877,-4.512856845178054,-4.701276270405743,-1.993176735470696,-0.8645636557436729,2.006367417759268
87,-2.8611507804229275,-1.2384546435646833,-1.9851009452203758,2.672734333060139,-1.653732311971828,-4.471919481570372,-4.6163538505604516,-1.9724240025969084,-0.8356788394491408,1.8478972765325272
88,-2.7661395997896427,-1.3114746123648129,-1.9360005830202336,2.5430701211336775,-1.668478126540479,-4.486892725906883,-4.598461363281082,-1.9814541284329847,-0.8416548302752671,1.8691053856150237
89,-2.809915397440872,-1.420138624355947,-2.030888604672361,2.528084208097277,-1.6069598383398853,-4.248340074510567,-4.641905339281235,-2.1142629331780225,-0.8109241840989908,1.808726569186098
90,-2.641314257301024,-1.3948806007428618,-1.9685703250293294,2.5267608666320567,-1.5304902982391453,-4.36021825413945,-4.64077553801101,-2.062034991301436,-0.793657763947936,1.758244894894216
91,-2.582703878337993,-1.2840967688232952,-1.9532637942085913,2.5473290338702768,-1.409432091619836,-4.386276234348762,-4.568031029313587,-2.016641999253801,-0.7806598921663035,1.9936573988953514
92,-2.739042889757701,-1.2952996956130645,-1.984960311336333,2.5586945169428765,-1.3118899339187275,-4.346479411684893,-4.485474602007761,-1.9964674506950904,-0.7525798251945207,1.839602336425831
93,-2.646649600737824,-1.3663077078975607,-1.9372128365075745,2.4326030093097293,-1.3262294495230373,-4.361040090568446,-4.468075115573971,-2.005248764859354,-0.7583911564915133,1.8602260876408296
94,-2.598057434370382,-1.3957840000261488,-1.848948169006552,2.401743831093678,-1.3392751196344983,-4.351230453732954,-4.459716716392596,-2.061500054043223,-0.5155617704878875,1.803172891909676
95,-2.651500401224354,-1.4538188567896835,-1.7095371030777147,2.5574268201312025,-1.2425984225665314,-4.322863054705158,-4.396076033494829,-1.9541016381301806,-0.7111052168416483,1.6819238464555473
96,-2.6059076307822067,-1.505331122244524,-1.7754968892269636,2.490314847932335,-1.3833191456079512,-4.320230138394809,-4.254272375365964,-1.9486716581471106,-0.601686995877888,1.8002610881967775
97,-2.64781976611715,-1.6093689929623958,-1.866345253358081,2.4759669285568062,-1.324419868861936,-4.091833363320829,-4.295866815657226,-2.0758264079587283,-0.5722646421898524,1.7424527726134804
98,-2.486320838329555,-1.5851749470136938,-1.8066520903369463,2.474699331982117,-1.2511715579404539,-4.198998748073895,-4.294784606523866,-2.025798533849305,-0.5557255586533323,1.6940976057130719
99,-2.4301536419516863,-1.4790091560222387,-1.791983614587718,2.4944101120323645,-1.1351596811254578,-4.223970497404338,-4.225072463765039,-1.9822977555976111,-0.5432695051390938,1.9196969035844917
100,-2.5800428829030264,-1.4897499057410917,-1.8223724909784218,2.5053067117698666,-1.0416416279805212,-4.185815493818262,-4.145921904271576,-1.9629555086271286,-0.5163478821478615,1.7719973872028951
101,-2.315843782095347,-1.3475440147837383,-1.7366721653269195,2.5947585588494197,-1.1117328129728448,-4.151939222146819,-4.109670687543804,-2.079329535985438,-0.5843010593478752,1.8737770783416303
102,-2.464241550711111,-1.358177888712392,-1.7667586573159257,2.6055467320116907,-1.0191453108685122,-4.114163879782264,-4.03130771539871,-2.060179753971621,-0.5576473198662624,1.7275472454494085
103,-2.376494151065613,-1.4256153454590577,-1.7214121088781806,2.485795589590418,-1.0327637805625993,-4.127992391816619,-4.014783141959142,-2.0685195099382967,-0.5631664351093608,1.7471339552553826
104,-2.2891737485995645,-1.492724637451709,-1.6762862262192384,2.366627181247378,-1.0463159799378932,-4.141753611422269,-3.9983389805463547,-2.076818682910041,-0.5686586931845958,1.766625352039254
105,-2.4354155028294358,-1.503204015895816,-1.7059356030807438,2.3772586171705896,-0.9550736462168379,-4.104527092549669,-3.921114514032728,-2.0579471207501587,-0.5423921956830763,1.6225200364245034
106,-2.1775835810782844,-1.3644252765368237,-1.6223006490257297,2.4645546812609065,-1.0234756387638957,-4.071467236554284,-3.8857369489836215,-2.171516542538447,-0.6087077062696542,1.7218468444314743
107,-2.3224391262578954,-1.3748053221377436,-1.6516689827969326,2.475085343005283,-0.9330981808058334,-4.034593583644231,-3.8092444844549713,-2.1528238617821445,-0.5826901859275444,1.5791074868069552
108,-2.2794789656136403,-1.4233431753462367,-1.7138201304800518,2.411848538598441,-1.0656934324040255,-4.032112696728201,-3.675628828418252,-2.147707418756078,-0.479589972792298,1.690611720177729
109,-2.194203821241863,-1.488880603046323,-1.6697512067237579,2.2954713467965724,-1.0789282060152974,-4.045551594803136,-3.6595698296167583,-2.1558122047321504,-0.4849535887064004,1.7096465806205507
110,-2.3370520331949747,-1.4991168073438157,-1.6987125693147223,2.3058560800769032,-0.989803152126826,-4.009188917904233,-3.5841373581000067,-2.137378557478003,-0.45929660570505354,1.5688852311898747
111,-2.18539618306579,-1.476397346250918,-1.642657600350615,2.304665741300115,-0.9210191978585083,-4.109822759576065,-3.583121107723699,-2.090399794942818,-0.44376555043150123,1.5234772272799972
112,-2.2243736772049783,-1.5731506007380165,-1.7271448628624637,2.2913224473137794,-0.8662439830949642,-3.897418073183637,-3.621803151473539,-2.2086513103081113,-0.4164033172913441,1.4697165857894707
113,-2.1718340758995693,-1.4738415967165475,-1.7134237602025102,2.3097601937573007,-0.7577248091353797,-3.9207770057693665,-3.5565934129981875,-2.1679600582391445,-0.4047517461309436,1.680745405622374
114,-2.0884668943331146,-1.537912677155313,-1.6703408431896472,2.1959868480700493,-0.7706634653261158,-3.9339152193029805,-3.540893721385555,-2.1758835061441837,-0.4099953554506094,1.6993543763643106
115,-2.1369959746345124,-1.5906114397792745,-1.5437481180542685,2.3373553521279815,-0.6828758391618586,-3.9081560995085414,-3.4831045679648556,-2.0783599842123244,-0.587559292655725,1.5892537399346558
116,-2.095557012913836,-1.6374305906145386,-1.6036985230600578,2.2763577329884117,-0.8107759557564106,-3.905763059622169,-3.354220178969232,-2.0734247120084124,-0.4881098091939735,1.6968096612592363
117,-2.2340280876583325,-1.6473531384084394,-1.631772455167463,2.2864242585584647,-0.7243818607246251,-3.870514603362662,-3.2810990998969456,-2.05555590628909,-0.4632390042862865,1.5603615036543714
118,-1.9897759325574176,-1.5158837457110603,-1.552542476075039,2.3691225204380264,-0.789181184172793,-3.839195979123448,-3.2475848381764476,-2.163143732641047,-0.5260617388312454,1.6544568613983708
119,-2.1270685086385095,-1.525721844753955,-1.580377476755602,2.3791033718920134,-0.7035223714063388,-3.804247515181221,-3.1750860774772396,-2.1454270046296195,-0.5014026041976253,1.519169985827736
120,-2.0458302023439328,-1.58815679768756,-1.5383947307566281,2.2682353572676734,-0.716130624377268,-3.8170502295725726,-3.159787295246719,-2.153148118330766,-0.5065123120226469,1.537303755454519
121,-1.9649310971395815,-1.6503310607438249,-1.4965872788259706,2.1578302591312197,-0.7286862330557613,-3.8297994877204666,-3.144552391300329,-2.16083699342054,-0.5116006848575138,1.5553618096373463
122,-2.1005110168705183,-1.6600464344123387,-1.5240750517682764,2.1676866044457594,-0.6440959712176876,-3.795286988419645,-3.0729580164494608,-2.1433412727468637,-0.4872491606186075,1.4217625703042445
123,-2.0501707088189143,-1.5648944779732616,-1.5109283106901588,2.1853525518965005,-0.5401193800198267,-3.817668122514799,-3.010477939683523,-2.104353345292866,-0.47608532102092554,1.6239577818058049
124,-2.08719807734766,-1.6568069646368788,-1.5911884986293798,2.1726768508353924,-0.4880846838936893,-3.615890487138854,-3.047224639824268,-2.216688489847764,-0.45009207767305626,1.5728868977283663
125,-1.9443597789508074,-1.6354084550492918,-1.5383926692782466,2.171555720557547,-0.42329995599612236,-3.710673291055078,-3.046267476125187,-2.17244115949025,-0.4354640266899128,1.530118999183341
126,-1.9046129231681335,-1.6803158069433901,-1.5958950777106724,2.1130488596142323,-0.5459774381960274,-3.708377967830356,-2.922645913003565,-2.16770741268792,-0.3400754331373058,1.6332830147848143
127,-1.7629127966818552,-1.6590878061256087,-1.5435199389630914,2.1119366627877416,-0.48170893149652005,-3.802405518245007,-2.9216963762284136,-2.1238126563185875,-0.32556394218688695,1.5908559017388084
128,-1.7993523918808783,-1.7495412717873025,-1.6225060747678053,2.099462176107112,-0.430500235375742,-3.6038309058577602,-2.9578597583761104,-2.2343645901138904,-0.2999833162028743,1.540595718091318
129,-1.8451507070773174,-1.7992746383816203,-1.5030368103325746,2.232875776107023,-0.3476524800000439,-3.5795212696519703,-2.9033224408160176,-2.142328784597636,-0.46755560714955363,1.4366905210585887
130,-1.8060249341249919,-1.8434802697328325,-1.5596406883560463,2.1752831411087277,-0.4684130086104292,-3.577261813059134,-2.781632583455864,-2.137669007139654,-0.3736575520684808,1.5382424997444832
131,-1.6665218418894918,-1.8225814051411695,-1.5080776164468732,2.1741881886883077,-0.40514097321949805,-3.669831483696961,-2.7806977690727748,-2.094454830848578,-0.3593710591010455,1.4964732112384769
132,-1.796824240347259,-1.8319186026659435,-1.5344954130479702,2.1836608704619898,-0.3238434328053592,-3.6366624019878584,-2.711890243757329,-2.077640140509099,-0.33596743103629234,1.368074394129101
133,-1.566868439476239,-1.7081442618612053,-1.4599028540277028,2.2615187097645704,-0.38484997873846366,-3.6071768921624425,-2.6803376095897655,-2.1789307299923926,-0.3951130800448951,1.4566622444157307
134,-1.696187409548812,-1.7174109889633877,-1.4861212681818203,2.2709198985784114,-0.30416601343756927,-3.5742581467238126,-2.6120493937752274,-2.1622429447902234,-0.37188608566016484,1.329232488834502
135,-1.6196309321649154,-1.7762477653591713,-1.4465580215906135,2.1664412967792943,-0.3160476426522324,-3.586323030390884,-2.5976322926654993,-2.1695190845006813,-0.3767013169148162,1.3463211947374003
136,-1.5717757581347223,-1.6857931453747732,-1.4340602915096161,2.183235135005251,-0.21720403085432416,-3.60759928213767,-2.5382366500327858,-2.132455861695708,-0.3660885990457763,1.538534699361962
137,-1.6069889951678866,-1.773202440385323,-1.5103881844852132,2.1711804715559753,-0.16771874033966466,-3.415707608902278,-2.573182969840474,-2.2392872199461715,-0.34136887750902567,1.4899659995604637
138,-1.531275367069099,-1.8313914527170074,-1.4712605098435723,2.067852127943295,-0.1794695586414994,-3.427639664114839,-2.5589245939461542,-2.2464832529254566,-0.3461310954281722,1.5068665671889026
139,-1.6166827776683292,-1.799690584960213,-1.3924509365632043,2.2376568505438637,-0.20645488326801967,-3.419521444506788,-2.5003299846145977,-2.1634653791529947,-0.28273252810424054,1.3915547583198205
140,-1.5415158255151502,-1.8574594545231617,-1.353605775903145,2.1350745697123634,-0.21812085700662143,-3.4313673465692465,-2.486174558629305,-2.1706094545358425,-0.28746036132872227,1.408333298593058
141,-1.4945229775032978,-1.7686347810152399,-1.3413332485935812,2.151565791472211,-0.12105835707231902,-3.452260211026657,-2.4278491954189576,-2.134214092249527,-0.2770388792649896,1.597083213136229
142,-1.620119756348696,-1.7776347836739395,-1.3667970174617046,2.1606963856276793,-0.04269672041081998,-3.420288966680964,-2.361526521068921,-2.1180066319961695,-0.25448042805442755,1.4733212714730917
143,-1.5457510599419566,-1.8347901611266857,-1.3283643834750039,2.0592035050287407,-0.054238804191030505,-3.4320090679876083,-2.3475214224524037,-2.1250748389413063,-0.25915805277728,1.4899216275070284
144,-1.629652048807606,-1.8036484354376245,-1.250944858823564,2.226013200350114,-0.08074815982118491,-3.424034038090728,-2.2899603088368328,-2.0435212400888902,-0.19687771370806967,1.376643696187917
145,-1.5558016074702614,-1.8604055127245853,-1.2127800513331741,2.1252275958286018,-0.09220980998188222,-3.4356724652224915,-2.2760528079153954,-2.0505401906364047,-0.20152274134582482,1.3931283688888918
146,-1.6126516118185659,-1.7491972244356084,-1.1821582737993142,2.142169705189611,-0.35376785393683885,-3.318633211313239,-2.239426814004629,-2.1372241033024753,-0.14178363592595797,1.4959755506591526
